epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,73.8097,0.72477,2.42056,0.96153,0.99708,0.97978,0.98519,0.89012,0.3935,0.77635,0.79726,0.000301894,0.000301894,0.000301894
2,120.436,0.44367,1.04612,0.83171,0.99104,0.98231,0.98784,0.91281,0.39496,0.58911,0.80224,0.00054501,0.00054501,0.00054501
3,164.917,0.36827,0.66189,0.81102,0.99442,0.98325,0.98857,0.93293,0.29302,0.39292,0.79876,0.000728131,0.000728131,0.000728131
4,208.869,0.32994,0.49031,0.80204,0.99604,0.98487,0.99284,0.9335,0.26934,0.35546,0.78845,0.000639027,0.000639027,0.000639027
5,252.804,0.27997,0.40532,0.79551,0.99514,0.98749,0.9934,0.95423,0.207,0.3146,0.78938,0.000549036,0.000549036,0.000549036
6,297.108,0.23428,0.35565,0.787,0.99493,0.98936,0.99462,0.95033,0.19712,0.29981,0.78744,0.000459045,0.000459045,0.000459045
7,340.658,0.21346,0.3231,0.77647,0.99324,0.98824,0.99466,0.9429,0.16377,0.30536,0.78412,0.000369054,0.000369054,0.000369054
8,384.645,0.18477,0.29703,0.78042,0.99656,0.99175,0.99486,0.97863,0.1455,0.25465,0.75814,0.000279063,0.000279063,0.000279063
9,428.395,0.16705,0.27792,0.77807,0.99631,0.99197,0.99495,0.96814,0.11647,0.24106,0.77773,0.000189072,0.000189072,0.000189072
10,472.167,0.14495,0.25708,0.7703,0.99857,0.99352,0.99497,0.9764,0.0988,0.23085,0.77144,9.9081e-05,9.9081e-05,9.9081e-05
