epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,73.0878,0.63772,2.32213,0.92749,0.99761,0.98026,0.98623,0.95224,0.38259,0.81413,0.79874,0.000301894,0.000301894,0.000301894
2,118.953,0.39652,0.99896,0.82305,0.99828,0.97959,0.98789,0.93024,0.34004,0.52039,0.78772,0.00054501,0.00054501,0.00054501
3,163.133,0.33526,0.64188,0.80616,0.99448,0.98389,0.98868,0.95579,0.25668,0.35969,0.80602,0.000728131,0.000728131,0.000728131
4,206.57,0.28769,0.47672,0.79277,0.99599,0.98607,0.99247,0.95673,0.23174,0.31183,0.7895,0.000639027,0.000639027,0.000639027
5,249.926,0.23354,0.3887,0.78651,0.99426,0.98591,0.99433,0.94524,0.20033,0.30369,0.78814,0.000549036,0.000549036,0.000549036
6,293.704,0.20669,0.33974,0.78198,0.99722,0.98868,0.99467,0.95233,0.15749,0.28643,0.78228,0.000459045,0.000459045,0.000459045
7,336.978,0.18046,0.30665,0.77088,0.99677,0.98883,0.99487,0.96872,0.14797,0.27154,0.78481,0.000369054,0.000369054,0.000369054
8,380.246,0.16078,0.28312,0.77548,0.99822,0.98657,0.99484,0.96877,0.13198,0.25837,0.7822,0.000279063,0.000279063,0.000279063
9,423.435,0.14067,0.26018,0.77359,0.99627,0.99095,0.9949,0.96771,0.10597,0.23074,0.76927,0.000189072,0.000189072,0.000189072
10,466.845,0.12381,0.24244,0.76469,0.99792,0.99024,0.9949,0.97455,0.0978,0.19184,0.76756,9.9081e-05,9.9081e-05,9.9081e-05
