epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,72.1833,0.73703,2.44392,0.97225,0.99821,0.97789,0.98221,0.88388,0.47655,0.80294,0.79167,0.000301894,0.000301894,0.000301894
2,118.934,0.45807,1.05015,0.83909,0.99821,0.98121,0.98831,0.9081,0.38313,0.55524,0.7811,0.00054501,0.00054501,0.00054501
3,163.972,0.39265,0.65806,0.82026,0.99635,0.98163,0.98965,0.95483,0.26439,0.37787,0.78474,0.000728131,0.000728131,0.000728131
4,208.324,0.33978,0.49237,0.80665,0.99595,0.98632,0.99329,0.95679,0.25117,0.333,0.77309,0.000639027,0.000639027,0.000639027
5,252.467,0.28576,0.40949,0.79844,0.99562,0.98499,0.99294,0.96393,0.21197,0.31479,0.78082,0.000549036,0.000549036,0.000549036
6,296.869,0.24171,0.35846,0.79113,0.99488,0.98862,0.99444,0.94962,0.2072,0.29181,0.76361,0.000459045,0.000459045,0.000459045
7,341.095,0.2141,0.32323,0.77723,0.99395,0.98783,0.9947,0.96411,0.14938,0.25623,0.76811,0.000369054,0.000369054,0.000369054
8,385.515,0.19035,0.30059,0.78137,0.99357,0.99103,0.99468,0.95137,0.14807,0.23819,0.76203,0.000279063,0.000279063,0.000279063
9,429.786,0.17242,0.27854,0.77997,0.9959,0.99144,0.99481,0.95499,0.14001,0.22664,0.75916,0.000189072,0.000189072,0.000189072
10,474.06,0.1474,0.25714,0.77052,0.99609,0.99006,0.99495,0.97621,0.12,0.18978,0.75281,9.9081e-05,9.9081e-05,9.9081e-05
