epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,73.8315,0.73246,2.41917,0.96361,0.99669,0.9775,0.98435,0.92576,0.41218,0.79754,0.78651,0.000301894,0.000301894,0.000301894
2,119.78,0.46229,1.03156,0.8323,0.9983,0.98063,0.9865,0.92273,0.40833,0.52839,0.78491,0.00054501,0.00054501,0.00054501
3,164.517,0.39717,0.65436,0.81463,0.99166,0.98364,0.99042,0.92374,0.34402,0.37837,0.76916,0.000728131,0.000728131,0.000728131
4,208.449,0.34519,0.47802,0.80392,0.9933,0.98487,0.99306,0.94868,0.25068,0.36494,0.75079,0.000639027,0.000639027,0.000639027
5,252.136,0.28694,0.39683,0.79348,0.99368,0.98162,0.9935,0.94685,0.22873,0.33151,0.74188,0.000549036,0.000549036,0.000549036
6,296.157,0.2491,0.34867,0.78824,0.9975,0.98862,0.99477,0.95668,0.20455,0.2661,0.7421,0.000459045,0.000459045,0.000459045
7,339.727,0.22067,0.31186,0.77703,0.9955,0.98661,0.99465,0.97038,0.19705,0.29962,0.74034,0.000369054,0.000369054,0.000369054
8,383.403,0.1932,0.29114,0.78001,0.99508,0.99219,0.99493,0.96933,0.16546,0.25503,0.73629,0.000279063,0.000279063,0.000279063
9,426.938,0.1703,0.26983,0.77755,0.99726,0.99088,0.99489,0.9655,0.1215,0.22178,0.73291,0.000189072,0.000189072,0.000189072
10,470.594,0.14713,0.2474,0.76958,0.99792,0.99401,0.99499,0.98984,0.10915,0.17401,0.73238,9.9081e-05,9.9081e-05,9.9081e-05
