s_measuretime,s_nodeid,s_volt,s_type,s_rmsx,s_rmsy,s_rmsz,s_temp,s_dir,v_type,v_lvol,v_rvol,v_ldir,v_rdir,vec,seta 
2022-11-23 19:11,0,3,8,0.80552,0.46151,0.80116,26,0,2,3,3,0,90,1.22626,103.965
2022-11-23 19:12,0,3,8,0.80728,0.46033,0.80738,26,0,5,3,3,0,90,1.23104,103.921
2022-11-23 19:13,0,3,8,0.80232,0.46159,0.79746,26,0,2,3,3,0,90,1.22177,103.991
2022-11-23 19:14,0,3,8,0.79911,0.45686,0.78851,26,0,2,3,3,0,90,1.21204,103.975
2022-11-23 19:15,0,3,8,0.80573,0.45803,0.79574,26,0,2,3,3,0,90,1.22155,103.939
2022-11-23 19:16,0,3,8,0.80242,0.45917,0.79698,26,0,2,3,3,0,90,1.22061,103.962
2022-11-23 19:17,0,3,8,0.80789,0.46105,0.7994,26,0,2,3,3,0,90,1.2265,103.957
2022-11-23 19:18,0,3,8,0.81076,0.46221,0.80846,26,0,2,3,3,0,90,1.23474,103.928
2022-11-23 19:19,0,3,8,0.80426,0.45992,0.79654,26,0,2,3,3,0,90,1.22182,103.966
2022-11-23 19:20,0,3,8,0.79876,0.46012,0.79226,26,0,2,3,3,0,90,1.21548,104.005
2022-11-23 19:21,0,3,8,0.80923,0.45362,0.8074,26,0,2,3,3,0,90,1.22985,103.825
2022-11-23 19:22,0,3,8,0.80361,0.45546,0.80395,26,0,5,3,3,0,90,1.22457,103.883
2022-11-23 19:23,0,3,8,0.79814,0.45391,0.80701,26,0,5,3,3,0,90,1.22243,103.872
2022-11-23 19:24,0,3,8,0.80258,0.45588,0.80438,26,0,5,3,3,0,90,1.22433,103.891
2022-11-23 19:25,0,3,8,0.80776,0.4563,0.80302,26,0,2,3,3,0,90,1.227,103.882
2022-11-23 19:26,0,3,8,0.80738,0.45716,0.81336,26,0,5,3,3,0,90,1.23386,103.857
2022-11-23 19:27,0,3,8,0.81335,0.4548,0.80451,26,0,2,3,3,0,90,1.2311,103.836
2022-11-23 19:28,0,3,8,0.81877,0.45353,0.80075,26,0,2,3,3,0,90,1.23178,103.811
2022-11-23 19:29,0,3,8,0.8073,0.45719,0.81072,26,0,5,3,3,0,90,1.23208,103.867
2022-11-23 19:30,0,3,8,0.80945,0.45282,0.8009,26,0,2,3,3,0,90,1.22544,103.838
2022-11-23 19:31,0,3,8,0.806,0.45814,0.81341,26,0,5,3,3,0,90,1.23336,103.874
2022-11-23 19:32,0,3,8,0.80052,0.45473,0.80639,26,0,5,3,3,0,90,1.22388,103.876
2022-11-23 19:33,0,3,8,0.8052,0.44939,0.79145,26,0,2,3,3,0,90,1.21519,103.843
2022-11-23 19:34,0,3,8,0.80908,0.45292,0.79379,26,0,2,3,3,0,90,1.22059,103.866
2022-11-23 19:35,0,3,8,0.80538,0.45679,0.80514,26,0,2,3,3,0,90,1.22701,103.89
2022-11-23 19:36,0,3,8,0.8096,0.45649,0.80631,26,0,2,3,3,0,90,1.23044,103.866
2022-11-23 19:37,0,3,8,0.82106,0.45735,0.80015,26,0,2,3,3,0,90,1.23432,103.855
2022-11-23 19:38,0,3,8,0.82038,0.45541,0.80017,26,0,2,3,3,0,90,1.23316,103.832
2022-11-23 19:39,0,3,8,0.81347,0.45683,0.81808,26,0,5,3,3,0,90,1.24084,103.812
2022-11-23 19:40,0,3,8,0.82397,0.46003,0.80749,26,0,2,3,3,0,90,1.24201,103.853
2022-11-23 19:41,0,3,8,0.82547,0.45606,0.80248,26,0,2,3,3,0,90,1.23829,103.812
2022-11-23 19:42,0,3,8,1.21438,0.45369,1.14786,26,0,2,3,5,0,90,1.73151,101.248
2022-11-23 19:43,0,3,8,1.21573,0.45395,1.14605,26,0,2,3,5,0,90,1.73133,101.252
2022-11-23 19:44,0,3,8,1.21823,0.4551,1.14556,26,0,2,3,5,0,90,1.73306,101.264
2022-11-23 19:45,0,3,8,1.22322,0.45527,1.14766,26,0,2,3,5,0,90,1.73801,101.244
2022-11-23 19:46,0,3,8,1.22234,0.45496,1.14875,26,0,2,3,5,0,90,1.73802,101.239
2022-11-23 19:47,0,3,8,1.22249,0.45227,1.15362,26,0,2,3,5,0,90,1.74065,101.183
2022-11-23 19:48,0,3,8,1.22368,0.45665,1.14863,26,0,2,3,5,0,90,1.73933,101.262
2022-11-23 19:49,0,3,8,1.21621,0.45646,1.15885,26,0,2,3,5,0,90,1.74082,101.255
2022-11-23 19:50,0,3,8,1.22061,0.4505,1.15271,26,0,2,3,5,0,90,1.73827,101.164
2022-11-23 19:51,0,3,8,1.20519,0.45129,1.14843,26,0,2,3,5,0,90,1.72483,101.238
2022-11-23 19:52,0,3,8,1.20131,0.45451,1.14867,26,0,2,3,5,0,90,1.72313,101.301
2022-11-23 19:53,0,3,8,1.22399,0.4553,1.1509,26,0,2,3,5,0,90,1.74069,101.233
2022-11-23 19:54,0,3,8,1.21653,0.45347,1.1459,26,0,2,3,5,0,90,1.73167,101.243
2022-11-23 19:55,0,3,8,1.21624,0.45057,1.15613,26,0,2,3,5,0,90,1.73749,101.17
2022-11-23 19:56,0,3,8,1.22652,0.45367,1.15362,26,0,2,3,5,0,90,1.74385,101.192
2022-11-23 19:57,0,3,8,1.21351,0.45306,1.16057,26,0,2,3,5,0,90,1.73919,101.205
2022-11-23 19:58,0,3,8,1.21469,0.45183,1.14882,26,0,2,3,5,0,90,1.73188,101.215
2022-11-23 19:59,0,3,8,1.21566,0.45064,1.14104,26,0,2,3,5,0,90,1.7271,101.214
2022-11-23 20:00,0,3,8,1.22085,0.44796,1.14844,26,0,2,3,5,0,90,1.73495,101.134
2022-11-23 20:01,0,3,8,1.21921,0.45153,1.15627,26,0,2,3,5,0,90,1.73992,101.175
2022-11-23 20:02,0,3,8,1.21765,0.44933,1.15517,26,0,2,3,5,0,90,1.73752,101.148
2022-11-23 20:03,0,3,8,1.22563,0.45151,1.14942,26,0,2,3,5,0,90,1.73988,101.172
2022-11-23 20:04,0,3,8,1.22118,0.44548,1.15135,26,0,2,3,5,0,90,1.73647,101.086
2022-11-23 20:05,0,3,8,1.21717,0.4438,1.14956,26,0,2,3,5,0,90,1.73204,101.077
2022-11-23 20:06,0,3,8,1.21765,0.44876,1.14655,26,0,2,3,5,0,90,1.73166,101.163
2022-11-23 20:07,0,3,8,1.22617,0.44455,1.15566,26,0,2,3,5,0,90,1.7426,101.043
2022-11-23 20:08,0,3,8,1.21778,0.44971,1.15588,26,0,2,3,5,0,90,1.73819,101.152
2022-11-23 20:09,0,3,8,1.22003,0.44536,1.15389,26,0,2,3,5,0,90,1.73732,101.08
2022-11-23 20:10,0,3,8,1.21643,0.44688,1.14956,26,0,2,3,5,0,90,1.73231,101.128
2022-11-23 20:11,0,3,8,1.21072,0.44266,1.1429,26,0,2,3,5,0,90,1.72279,101.098
2022-11-23 20:12,0,3,8,1.21151,0.44664,1.1449,26,0,2,3,5,0,90,1.7257,101.154
2022-11-23 20:13,0,3,8,1.21465,0.44602,1.14906,26,0,2,3,5,0,90,1.7305,101.122
2022-11-23 20:14,0,3,8,1.21541,0.44594,1.14433,26,0,2,3,5,0,90,1.72788,101.131
2022-11-23 20:15,0,3,8,1.22509,0.44939,1.14907,26,0,2,3,5,0,90,1.73872,101.142
2022-11-23 20:16,0,3,8,1.20858,0.44977,1.14326,26,0,2,3,5,0,90,1.72337,101.218
2022-11-23 20:17,0,3,8,1.21335,0.45094,1.14455,26,0,2,3,5,0,90,1.72788,101.217
2022-11-23 20:18,0,3,8,1.20846,0.44429,1.14089,26,0,2,3,5,0,90,1.72029,101.137
2022-11-23 20:19,0,3,8,1.21214,0.44686,1.13882,26,0,2,3,5,0,90,1.72217,101.172
2022-11-23 20:20,0,3,8,1.21108,0.45264,1.14903,26,0,2,3,5,0,90,1.7297,101.239
2022-11-23 20:21,0,3,8,1.21852,0.44849,1.1476,26,0,2,3,5,0,90,1.73289,101.153
2022-11-23 20:22,0,3,8,1.23169,0.45166,1.15808,26,0,2,3,5,0,90,1.74992,101.131
2022-11-23 20:23,0,3,8,1.22415,0.45222,1.15534,26,0,2,3,5,0,90,1.74294,101.172
2022-11-23 20:24,0,3,8,1.20895,0.44687,1.14006,26,0,2,3,5,0,90,1.72075,101.179
2022-11-23 20:25,0,3,8,1.20674,0.4535,1.1392,26,0,2,3,5,0,90,1.72037,101.294
2022-11-23 20:26,0,3,8,1.2014,0.44389,1.13587,26,0,2,3,5,0,90,1.7119,101.168
2022-11-23 20:27,0,3,8,1.2054,0.44736,1.13669,26,0,2,3,5,0,90,1.71615,101.208
2022-11-23 20:28,0,3,8,1.19593,0.4499,1.1291,26,0,2,3,5,0,90,1.70515,101.301
2022-11-23 20:29,0,3,8,1.18943,0.44893,1.13521,26,0,2,3,5,0,90,1.7044,101.29
2022-11-23 20:30,0,3,8,1.18871,0.44708,1.1219,26,0,2,3,5,0,90,1.69457,101.3
2022-11-23 20:31,0,3,8,1.18876,0.44758,1.1213,26,0,2,3,5,0,90,1.69434,101.31
2022-11-23 20:32,0,3,8,1.19596,0.45019,1.13765,26,0,2,3,5,0,90,1.71092,101.281
2022-11-23 20:33,0,3,8,1.20456,0.44434,1.13378,26,0,2,3,5,0,90,1.71285,101.17
2022-11-23 20:34,0,3,8,1.19756,0.45088,1.13929,26,0,2,3,5,0,90,1.71331,101.282
2022-11-23 20:35,0,3,8,1.20261,0.44716,1.13198,26,0,2,3,5,0,90,1.71102,101.227
2022-11-23 20:36,0,3,8,1.21232,0.44882,1.13999,26,0,2,3,5,0,90,1.72358,101.199
2022-11-23 20:37,0,3,8,1.2061,0.44855,1.13447,26,0,2,3,5,0,90,1.71549,101.231
2022-11-23 20:38,0,3,8,1.20316,0.45239,1.14111,26,0,2,3,5,0,90,1.71883,101.283
2022-11-23 20:39,0,3,8,1.19603,0.44848,1.13913,26,0,2,3,5,0,90,1.7115,101.25
2022-11-23 20:40,0,3,8,1.19254,0.45274,1.13507,26,0,2,3,5,0,90,1.70749,101.34
2022-11-23 20:41,0,3,8,1.20692,0.44965,1.13073,26,0,2,3,5,0,90,1.71388,101.256
2022-11-23 20:42,0,3,8,1.21662,0.45432,1.1392,26,0,2,3,5,0,90,1.72753,101.274
2022-11-23 20:43,0,3,8,1.21562,0.45672,1.14569,26,0,2,3,5,0,90,1.73174,101.297
2022-11-23 20:44,0,3,8,1.1998,0.45186,1.13169,26,0,2,3,5,0,90,1.71009,101.312
2022-11-23 20:45,0,3,8,1.21187,0.45428,1.14484,26,0,2,3,5,0,90,1.72791,101.274
2022-11-23 20:46,0,3,8,1.21248,0.45384,1.14106,26,0,2,3,5,0,90,1.72572,101.275
2022-11-23 20:47,0,3,8,1.21159,0.45623,1.15351,26,0,2,3,5,0,90,1.73398,101.281
2022-11-23 20:48,0,3,8,1.21341,0.45416,1.13899,26,0,2,3,5,0,90,1.72509,101.283
2022-11-23 20:49,0,3,8,1.21362,0.45367,1.13421,26,0,2,3,5,0,90,1.72195,101.287
2022-11-23 20:50,0,3,8,1.21238,0.45784,1.13946,26,0,2,3,5,0,90,1.72564,101.342
2022-11-23 20:51,0,3,8,1.21263,0.45384,1.14407,26,0,2,3,5,0,90,1.72781,101.266
2022-11-23 20:52,0,3,8,1.20606,0.45175,1.13942,26,0,2,3,5,0,90,1.71958,101.268
2022-11-23 20:53,0,3,8,1.19898,0.45484,1.13806,26,0,2,3,5,0,90,1.71453,101.344
2022-11-23 20:54,0,3,8,1.20537,0.45101,1.13627,26,0,2,3,5,0,90,1.71681,101.267
2022-11-23 20:55,0,3,8,1.19772,0.45115,1.13059,26,0,2,3,5,0,90,1.70772,101.311
2022-11-23 20:56,0,3,8,1.19902,0.44953,1.13107,26,0,2,3,5,0,90,1.70852,101.279
2022-11-23 20:57,0,3,8,1.20017,0.4511,1.12333,26,0,2,3,5,0,90,1.70463,101.322
2022-11-23 20:58,0,3,8,1.19495,0.44929,1.13071,26,0,2,3,5,0,90,1.70537,101.29
2022-11-23 20:59,0,3,8,1.19215,0.44547,1.13117,26,0,2,3,5,0,90,1.70271,101.237
2022-11-23 21:00,0,3,8,1.18636,0.44356,1.1233,26,0,2,3,5,0,90,1.69293,101.248
2022-11-23 21:01,0,3,8,1.19966,0.44504,1.13024,26,0,2,3,5,0,90,1.70724,101.208
2022-11-23 21:02,0,3,8,1.18546,0.44672,1.12174,26,0,2,3,5,0,90,1.69209,101.306
2022-11-23 21:03,0,3,8,1.2021,0.4457,1.12506,26,0,2,3,5,0,90,1.70571,101.225
2022-11-23 21:04,0,3,8,1.19847,0.44275,1.12588,26,0,2,3,5,0,90,1.70293,101.187
2022-11-23 21:05,0,3,8,1.19839,0.4509,1.13912,26,0,2,3,5,0,90,1.71378,101.28
2022-11-23 21:06,0,3,8,1.20883,0.4494,1.13814,26,0,2,3,5,0,90,1.72006,101.225
2022-11-23 21:07,0,3,8,1.19629,0.44727,1.12744,26,0,2,3,5,0,90,1.70361,101.262
2022-11-23 21:08,0,3,8,1.1928,0.4507,1.12673,26,0,2,3,5,0,90,1.70159,101.331
2022-11-23 21:09,0,3,8,1.19679,0.44793,1.12378,26,0,2,3,5,0,90,1.70171,101.282
2022-11-23 21:10,0,3,8,1.18259,0.4487,1.13126,26,0,2,3,5,0,90,1.69694,101.32
2022-11-23 21:11,0,3,8,1.18462,0.44457,1.12666,26,0,2,3,5,0,90,1.69421,101.26
2022-11-23 21:12,0,3,8,1.18391,0.44595,1.1294,26,0,2,3,5,0,90,1.69589,101.277
2022-11-23 21:13,0,3,8,1.19412,0.44101,1.11717,26,0,2,3,5,0,90,1.69366,101.198
2022-11-23 21:14,0,3,8,1.19321,0.44489,1.12323,26,0,2,3,5,0,90,1.69804,101.246
2022-11-23 21:15,0,3,8,1.19444,0.44642,1.12957,26,0,2,3,5,0,90,1.7035,101.249
2022-11-23 21:16,0,3,8,1.19062,0.44751,1.12878,26,0,2,3,5,0,90,1.70058,101.281
2022-11-23 21:17,0,3,8,1.20211,0.44748,1.12558,26,0,2,3,5,0,90,1.70653,101.252
2022-11-23 21:18,0,3,8,1.20607,0.4461,1.12909,26,0,2,3,5,0,90,1.71127,101.207
2022-11-23 21:19,0,3,8,1.20474,0.44625,1.13709,26,0,2,3,5,0,90,1.71567,101.191
2022-11-23 21:20,0,3,8,1.19411,0.44318,1.13083,26,0,2,3,5,0,90,1.70326,101.195
2022-11-23 21:21,0,3,8,1.1938,0.44635,1.13302,26,0,2,3,5,0,90,1.70532,101.24
2022-11-23 21:22,0,3,8,0.58583,0.71174,0.62723,26,0,4,5,1,0,90,1.11498,105.597
2022-11-23 21:23,0,3,8,0.58283,0.70848,0.6319,26,0,4,5,1,0,90,1.11397,105.6
2022-11-23 21:24,0,3,8,0.5826,0.70381,0.64065,26,0,4,5,1,0,90,1.11589,105.614
2022-11-23 21:25,0,3,8,0.5732,0.71071,0.65046,26,0,4,5,1,0,90,1.12106,105.56
2022-11-23 21:26,0,3,8,0.57257,0.70904,0.64168,26,0,4,5,1,0,90,1.1146,105.564
2022-11-23 21:27,0,3,8,0.5731,0.70791,0.64482,26,0,4,5,1,0,90,1.11596,105.569
2022-11-23 21:28,0,3,8,0.56908,0.70216,0.64135,26,0,4,5,1,0,90,1.10825,105.571
2022-11-23 21:29,0,3,8,0.58415,0.70777,0.62635,26,0,4,5,1,0,90,1.11107,105.603
2022-11-23 21:30,0,3,8,0.56696,0.70564,0.63614,26,0,4,5,1,0,90,1.10637,105.554
2022-11-23 21:31,0,3,8,0.57134,0.70337,0.63922,26,0,4,5,1,0,90,1.10895,105.577
2022-11-23 21:32,0,3,8,0.58304,0.71198,0.63741,26,0,4,5,1,0,90,1.11944,105.592
2022-11-23 21:33,0,3,8,0.58002,0.71138,0.64643,26,0,4,5,1,0,90,1.12266,105.584
2022-11-23 21:34,0,3,8,0.57715,0.71204,0.64144,26,0,4,5,1,0,90,1.11873,105.572
2022-11-23 21:35,0,3,8,0.58535,0.70875,0.63218,26,0,4,5,1,0,90,1.11562,105.607
2022-11-23 21:36,0,3,8,0.58593,0.71367,0.63152,26,0,4,5,1,0,90,1.11869,105.594
2022-11-23 21:37,0,3,8,0.57886,0.71314,0.64754,26,0,4,5,1,0,90,1.12381,105.575
2022-11-23 21:38,0,3,8,0.58516,0.70884,0.63678,26,0,4,5,1,0,90,1.11819,105.608
2022-11-23 21:39,0,3,8,0.57801,0.71232,0.64484,26,0,4,5,1,0,90,1.1213,105.575
2022-11-23 21:40,0,3,8,0.58255,0.71452,0.63522,26,0,4,5,1,0,90,1.11956,105.582
2022-11-23 21:41,0,3,8,0.57439,0.71485,0.63918,26,0,4,5,1,0,90,1.1178,105.554
2022-11-23 21:42,0,3,8,0.58224,0.71123,0.6452,26,0,4,5,1,0,90,1.123,105.592
2022-11-23 21:43,0,3,8,0.57391,0.71173,0.64839,26,0,4,5,1,0,90,1.12087,105.56
2022-11-23 21:44,0,3,8,0.5856,0.71163,0.64407,26,0,4,5,1,0,90,1.12435,105.602
2022-11-23 21:45,0,3,8,0.57958,0.71737,0.64337,26,0,4,5,1,0,90,1.12448,105.565
2022-11-23 21:46,0,3,8,0.58195,0.71602,0.64491,26,0,4,5,1,0,90,1.12573,105.578
2022-11-23 21:47,0,3,8,0.57576,0.71275,0.6499,26,0,4,5,1,0,90,1.12334,105.564
2022-11-23 21:48,0,3,8,0.5778,0.71225,0.64169,26,0,4,5,1,0,90,1.11934,105.574
2022-11-23 21:49,0,3,8,0.57574,0.71147,0.64697,26,0,4,5,1,0,90,1.12082,105.568
2022-11-23 21:50,0,3,8,0.57871,0.71468,0.6509,26,0,4,5,1,0,90,1.12665,105.57
2022-11-23 21:51,0,3,8,0.58342,0.7143,0.63863,26,0,4,5,1,0,90,1.12181,105.587
2022-11-23 21:52,0,3,8,0.58154,0.71358,0.64412,26,0,4,5,1,0,90,1.12351,105.583
2022-11-23 21:53,0,3,8,0.58553,0.722,0.65068,26,0,4,5,1,0,90,1.13469,105.573
2022-11-23 21:54,0,3,8,0.57926,0.71653,0.64865,26,0,4,5,1,0,90,1.12681,105.567
2022-11-23 21:55,0,3,8,0.5926,0.72508,0.65621,26,0,4,5,1,0,90,1.14347,105.589
2022-11-23 21:56,0,3,8,0.58278,0.71601,0.65332,26,0,4,5,1,0,90,1.13099,105.58
2022-11-23 21:57,0,3,8,0.57612,0.71408,0.64593,26,0,4,5,1,0,90,1.12207,105.562
2022-11-23 21:58,0,3,8,0.57924,0.71444,0.64734,26,0,4,5,1,0,90,1.12472,105.573
2022-11-23 21:59,0,3,8,0.58056,0.7112,0.64447,26,0,4,5,1,0,90,1.12169,105.587
2022-11-23 22:00,0,3,8,0.57907,0.71392,0.64324,26,0,4,5,1,0,90,1.12195,105.574
2022-11-23 22:01,0,3,8,0.58634,0.71819,0.64501,26,0,4,5,1,0,90,1.12944,105.587
2022-11-23 22:02,0,3,8,0.58258,0.71139,0.6383,26,0,4,5,1,0,90,1.11933,105.592
2022-11-23 22:03,0,3,8,0.58475,0.71745,0.64642,26,0,4,5,1,0,90,1.12895,105.583
2022-11-23 22:04,0,3,8,0.59153,0.71499,0.64269,26,0,4,5,1,0,90,1.12879,105.612
2022-11-23 22:05,0,3,8,0.59959,0.71696,0.64706,26,0,4,5,1,0,90,1.13676,105.631
2022-11-23 22:06,0,3,8,0.58838,0.71064,0.64754,26,0,4,5,1,0,90,1.12717,105.614
2022-11-23 22:07,0,3,8,0.58943,0.71474,0.64129,26,0,4,5,1,0,90,1.12674,105.605
2022-11-23 22:08,0,3,8,0.58761,0.71377,0.64544,26,0,4,5,1,0,90,1.12754,105.603
2022-11-23 22:09,0,3,8,0.57536,0.70817,0.65156,26,0,4,5,1,0,90,1.12119,105.575
2022-11-23 22:10,0,3,8,0.58735,0.71139,0.63911,26,0,4,5,1,0,90,1.12228,105.608
2022-11-23 22:11,0,3,8,0.5868,0.71651,0.64242,26,0,4,5,1,0,90,1.12713,105.592
2022-11-23 22:12,0,3,8,0.57077,0.70961,0.64584,26,0,4,5,1,0,90,1.11644,105.555
2022-11-23 22:13,0,3,8,0.5781,0.70957,0.63964,26,0,4,5,1,0,90,1.11662,105.583
2022-11-23 22:14,0,3,8,0.58503,0.70996,0.64389,26,0,4,5,1,0,90,1.1229,105.605
2022-11-23 22:15,0,3,8,0.5795,0.70799,0.64841,26,0,4,5,1,0,90,1.12139,105.592
2022-11-23 22:16,0,3,8,0.58187,0.70644,0.63319,26,0,4,5,1,0,90,1.11291,105.603
2022-11-23 22:17,0,3,8,0.57622,0.70088,0.63586,26,0,4,5,1,0,90,1.10796,105.601
2022-11-23 22:18,0,3,8,0.58164,0.70442,0.63727,26,0,4,5,1,0,90,1.11383,105.609
2022-11-23 22:19,0,3,8,0.57922,0.70505,0.63953,26,0,4,5,1,0,90,1.11427,105.599
2022-11-23 22:20,0,3,8,0.59319,0.7105,0.63445,26,0,4,5,1,0,90,1.12215,105.625
2022-11-23 22:21,0,3,8,0.5814,0.70473,0.63743,26,0,4,5,1,0,90,1.114,105.607
2022-11-23 22:22,0,3,8,0.57288,0.7038,0.64232,26,0,4,5,1,0,90,1.1118,105.58
2022-11-23 22:23,0,3,8,0.57347,0.70564,0.63852,26,0,4,5,1,0,90,1.11108,105.578
2022-11-23 22:24,0,3,8,0.59053,0.70715,0.64027,26,0,4,5,1,0,90,1.12193,105.629
2022-11-23 22:25,0,3,8,0.59581,0.70701,0.63968,26,0,4,5,1,0,90,1.1243,105.644
2022-11-23 22:26,0,3,8,0.59159,0.70618,0.63253,26,0,4,5,1,0,90,1.11748,105.632
2022-11-23 22:27,0,3,8,0.57763,0.70545,0.63318,26,0,4,5,1,0,90,1.11006,105.592
2022-11-23 22:28,0,3,8,0.56759,0.70596,0.63436,26,0,4,5,1,0,90,1.10587,105.555
2022-11-23 22:29,0,3,8,0.58144,0.70578,0.63003,26,0,4,5,1,0,90,1.11047,105.602
2022-11-23 22:30,0,3,8,0.58428,0.70642,0.6396,26,0,4,5,1,0,90,1.11781,105.612
2022-11-23 22:31,0,3,8,0.57889,0.69895,0.64243,26,0,4,5,1,0,90,1.11192,105.615
2022-11-23 22:32,0,3,8,0.57293,0.70352,0.64307,26,0,4,5,1,0,90,1.11208,105.581
2022-11-23 22:33,0,3,8,0.57249,0.70158,0.64359,26,0,4,5,1,0,90,1.11093,105.585
2022-11-23 22:34,0,3,8,0.58793,0.70753,0.63478,26,0,4,5,1,0,90,1.11768,105.619
2022-11-23 22:35,0,3,8,0.57145,0.70865,0.64548,26,0,4,5,1,0,90,1.11597,105.561
2022-11-23 22:36,0,3,8,0.57872,0.70743,0.64147,26,0,4,5,1,0,90,1.11663,105.591
2022-11-23 22:37,0,3,8,0.57954,0.7078,0.63321,26,0,4,5,1,0,90,1.11257,105.592
2022-11-23 22:38,0,3,8,0.57758,0.70926,0.64542,26,0,4,5,1,0,90,1.11947,105.582
2022-11-23 22:39,0,3,8,0.59449,0.70907,0.64177,26,0,4,5,1,0,90,1.12609,105.636
2022-11-23 22:40,0,3,8,0.57863,0.7086,0.64683,26,0,4,5,1,0,90,1.12041,105.587
2022-11-23 22:41,0,3,8,0.57554,0.70934,0.64017,26,0,4,5,1,0,90,1.11545,105.574
2022-11-23 22:42,0,3,8,0.58604,0.71108,0.64834,26,0,4,5,1,0,90,1.12669,105.606
2022-11-23 22:43,0,3,8,0.58021,0.71094,0.64678,26,0,4,5,1,0,90,1.12268,105.586
2022-11-23 22:44,0,3,8,0.56814,0.70778,0.64503,26,0,4,5,1,0,90,1.11346,105.55
2022-11-23 22:45,0,3,8,0.57534,0.70618,0.64705,26,0,4,5,1,0,90,1.11731,105.582
2022-11-23 22:46,0,3,8,0.56913,0.70608,0.63433,26,0,4,5,1,0,90,1.10672,105.561
2022-11-23 22:47,0,3,8,0.58207,0.70635,0.635,26,0,4,5,1,0,90,1.11398,105.604
2022-11-23 22:48,0,3,8,0.56718,0.69926,0.63749,26,0,4,5,1,0,90,1.1032,105.573
2022-11-23 22:49,0,3,8,0.57614,0.70243,0.64046,26,0,4,5,1,0,90,1.11155,105.596
2022-11-23 22:50,0,3,8,0.56378,0.69822,0.63316,26,0,4,5,1,0,90,1.09829,105.564
2022-11-23 22:51,0,3,8,0.57667,0.70279,0.63827,26,0,4,5,1,0,90,1.11079,105.597
2022-11-23 22:52,0,3,8,0.57578,0.69818,0.62273,26,0,4,5,1,0,90,1.09853,105.604
2022-11-23 22:53,0,3,8,0.58154,0.7095,0.6301,26,0,4,5,1,0,90,1.11293,105.592
2022-11-23 22:54,0,3,8,0.58298,0.70262,0.63004,26,0,4,5,1,0,90,1.10927,105.616
2022-11-23 22:55,0,3,8,0.56654,0.7028,0.64011,26,0,4,5,1,0,90,1.10663,105.56
2022-11-23 22:56,0,3,8,0.56421,0.69888,0.63169,26,0,4,5,1,0,90,1.09809,105.564
2022-11-23 22:57,0,3,8,0.58188,0.70163,0.62308,26,0,4,5,1,0,90,1.10413,105.612
2022-11-23 22:58,0,3,8,0.56932,0.70576,0.64418,26,0,4,5,1,0,90,1.11229,105.561
2022-11-23 22:59,0,3,8,0.81744,0.69446,0.84319,26,0,5,5,3,0,90,1.36435,105.577
2022-11-23 23:00,0,3,8,0.82392,0.6968,0.84354,26,0,5,5,3,0,90,1.36965,105.578
2022-11-23 23:01,0,3,8,0.82293,0.69878,0.84747,26,0,5,5,3,0,90,1.37248,105.579
2022-11-23 23:02,0,3,8,0.82657,0.6974,0.84725,26,0,5,5,3,0,90,1.37383,105.57
2022-11-23 23:03,0,3,8,0.82883,0.7026,0.84256,26,0,5,5,3,0,90,1.37496,105.593
2022-11-23 23:04,0,3,8,0.82629,0.69815,0.85031,26,0,5,5,3,0,90,1.37593,105.568
2022-11-23 23:05,0,3,8,0.82752,0.69765,0.83538,26,0,5,5,3,0,90,1.36725,105.589
2022-11-23 23:06,0,3,8,0.82407,0.69371,0.85129,26,0,5,5,3,0,90,1.37296,105.553
2022-11-23 23:07,0,3,8,0.82381,0.69824,0.83467,26,0,5,5,3,0,90,1.36487,105.597
2022-11-23 23:08,0,3,8,0.82625,0.70141,0.84602,26,0,5,5,3,0,90,1.37492,105.586
2022-11-23 23:09,0,3,8,0.81816,0.69603,0.84707,26,0,5,5,3,0,90,1.36798,105.575
2022-11-23 23:10,0,3,8,0.82114,0.69706,0.84259,26,0,5,5,3,0,90,1.36752,105.583
2022-11-23 23:11,0,3,8,0.82908,0.7012,0.84173,26,0,5,5,3,0,90,1.37389,105.589
2022-11-23 23:12,0,3,8,0.82441,0.70033,0.85343,26,0,5,5,3,0,90,1.37785,105.572
2022-11-23 23:13,0,3,8,0.82329,0.69827,0.8483,26,0,5,5,3,0,90,1.37295,105.575
2022-11-23 23:14,0,3,8,0.82114,0.69916,0.85024,26,0,5,5,3,0,90,1.37332,105.577
2022-11-23 23:15,0,3,8,0.82516,0.70254,0.85007,26,0,5,5,3,0,90,1.37734,105.584
2022-11-23 23:16,0,3,8,0.82852,0.70764,0.84741,26,0,5,5,3,0,90,1.38033,105.601
2022-11-23 23:17,0,3,8,0.82889,0.70364,0.854,26,0,5,5,3,0,90,1.38256,105.577
2022-11-23 23:18,0,3,8,0.83107,0.70053,0.84773,26,0,5,5,3,0,90,1.37843,105.575
2022-11-23 23:19,0,3,8,0.82518,0.69887,0.84235,26,0,5,5,3,0,90,1.37073,105.585
2022-11-23 23:20,0,3,8,0.83322,0.70447,0.84464,26,0,5,5,3,0,90,1.37984,105.59
2022-11-23 23:21,0,3,8,0.82464,0.70443,0.85582,26,0,5,5,3,0,90,1.38155,105.581
2022-11-23 23:22,0,3,8,0.82693,0.70183,0.85521,26,0,5,5,3,0,90,1.38122,105.571
2022-11-23 23:23,0,3,8,0.82933,0.70448,0.85142,26,0,5,5,3,0,90,1.38166,105.584
