epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,73.1152,0.59602,2.27028,0.92218,0.99483,0.97974,0.98417,0.92386,0.37931,0.71596,0.81275,0.000301894,0.000301894,0.000301894
2,119.259,0.37681,0.98176,0.82024,0.99702,0.98072,0.98953,0.93277,0.31302,0.47447,0.78219,0.00054501,0.00054501,0.00054501
3,163.665,0.32885,0.62769,0.80444,0.99481,0.97989,0.99198,0.94309,0.31463,0.35887,0.79269,0.000728131,0.000728131,0.000728131
4,207.413,0.28759,0.46167,0.79362,0.99464,0.98637,0.99388,0.95768,0.2476,0.32512,0.77311,0.000639027,0.000639027,0.000639027
5,250.921,0.24273,0.37627,0.78849,0.99784,0.98299,0.99448,0.98239,0.22359,0.27143,0.77627,0.000549036,0.000549036,0.000549036
6,294.558,0.2096,0.31789,0.78192,0.99875,0.98021,0.99182,0.98628,0.18488,0.26979,0.76283,0.000459045,0.000459045,0.000459045
7,338.369,0.18863,0.28632,0.77071,0.9983,0.98687,0.99463,0.98834,0.16136,0.19933,0.76102,0.000369054,0.000369054,0.000369054
8,381.972,0.16595,0.25824,0.77459,0.99798,0.98705,0.99478,0.98882,0.14148,0.18209,0.75963,0.000279063,0.000279063,0.000279063
9,425.656,0.14825,0.23416,0.77423,0.99795,0.98943,0.99471,0.98903,0.14084,0.1733,0.75971,0.000189072,0.000189072,0.000189072
10,469.381,0.12985,0.20876,0.76454,0.9968,0.99326,0.99491,0.98979,0.12924,0.14468,0.75746,9.9081e-05,9.9081e-05,9.9081e-05
