epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,72.0005,0.75045,2.45789,0.97856,0.99874,0.97767,0.98251,0.91133,0.44209,0.81266,0.79379,0.000301894,0.000301894,0.000301894
2,118.523,0.46132,1.04125,0.83564,0.99592,0.98124,0.98711,0.91095,0.38569,0.62274,0.79104,0.00054501,0.00054501,0.00054501
3,163.205,0.39256,0.65902,0.8179,0.99512,0.98317,0.99022,0.93221,0.34415,0.38615,0.78875,0.000728131,0.000728131,0.000728131
4,207.097,0.34163,0.48736,0.80533,0.99608,0.98152,0.9935,0.96198,0.25456,0.32682,0.77801,0.000639027,0.000639027,0.000639027
5,251.305,0.28956,0.40563,0.7996,0.98976,0.98735,0.99401,0.93506,0.22762,0.32634,0.78056,0.000549036,0.000549036,0.000549036
6,295.261,0.25086,0.36019,0.79274,0.99717,0.9853,0.99368,0.95686,0.19269,0.29354,0.76126,0.000459045,0.000459045,0.000459045
7,338.958,0.219,0.32643,0.77775,0.99552,0.98938,0.99474,0.94489,0.18519,0.28984,0.76228,0.000369054,0.000369054,0.000369054
8,383.435,0.19123,0.30179,0.78098,0.99651,0.99253,0.99472,0.95383,0.16837,0.26944,0.76176,0.000279063,0.000279063,0.000279063
9,427.291,0.17156,0.28131,0.7797,0.99384,0.99268,0.99488,0.96473,0.12057,0.25804,0.75965,0.000189072,0.000189072,0.000189072
10,471.271,0.14947,0.25953,0.77184,0.99636,0.99304,0.99494,0.96441,0.11039,0.22981,0.75966,9.9081e-05,9.9081e-05,9.9081e-05
