epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,73.4701,0.65715,2.3533,0.93761,0.99652,0.97832,0.98541,0.94459,0.37288,0.74553,0.77271,0.000301894,0.000301894,0.000301894
2,119.428,0.40274,1.01316,0.81829,0.99822,0.98011,0.98944,0.92081,0.35873,0.52419,0.7814,0.00054501,0.00054501,0.00054501
3,163.805,0.34271,0.63918,0.8037,0.99871,0.97826,0.99102,0.93869,0.25595,0.43821,0.75685,0.000728131,0.000728131,0.000728131
4,207.504,0.30258,0.4768,0.79546,0.99778,0.98312,0.99033,0.94887,0.236,0.33382,0.77717,0.000639027,0.000639027,0.000639027
5,251.151,0.24872,0.39109,0.78875,0.99566,0.98483,0.99265,0.94541,0.18995,0.31846,0.75866,0.000549036,0.000549036,0.000549036
6,294.678,0.21723,0.34281,0.78403,0.99722,0.985,0.99247,0.94736,0.15882,0.32071,0.75798,0.000459045,0.000459045,0.000459045
7,338.339,0.19191,0.31163,0.77241,0.99251,0.98954,0.99461,0.94778,0.14147,0.28416,0.75472,0.000369054,0.000369054,0.000369054
8,381.872,0.17024,0.28587,0.7768,0.99557,0.98757,0.99473,0.96941,0.14272,0.25109,0.74988,0.000279063,0.000279063,0.000279063
9,425.466,0.14918,0.26552,0.77466,0.99818,0.98821,0.99474,0.9828,0.10361,0.20813,0.75373,0.000189072,0.000189072,0.000189072
10,468.942,0.1288,0.23442,0.76617,0.99807,0.99172,0.99456,0.98951,0.0993,0.16448,0.75007,9.9081e-05,9.9081e-05,9.9081e-05
