epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,113.605,0.61446,2.27822,0.9234,0.99946,0.97474,0.98343,0.93188,0.36455,0.78801,0.7832,0.000301894,0.000301894,0.000301894
2,160.146,0.38197,0.96573,0.81615,0.99791,0.98052,0.989,0.93429,0.34048,0.54025,0.78085,0.00054501,0.00054501,0.00054501
3,204.455,0.33594,0.62698,0.80184,0.99722,0.97996,0.99111,0.94004,0.31497,0.42352,0.78913,0.000728131,0.000728131,0.000728131
4,248.155,0.29292,0.46673,0.79419,0.9961,0.98265,0.99306,0.96359,0.25943,0.33563,0.7779,0.000639027,0.000639027,0.000639027
5,291.531,0.24706,0.38517,0.78785,0.99706,0.98148,0.99216,0.96596,0.19831,0.31786,0.78225,0.000549036,0.000549036,0.000549036
6,335.319,0.21826,0.33972,0.78183,0.99042,0.9904,0.9937,0.96456,0.19985,0.29755,0.77803,0.000459045,0.000459045,0.000459045
7,378.743,0.19168,0.29745,0.77108,0.99816,0.98614,0.9942,0.97423,0.19168,0.30011,0.78748,0.000369054,0.000369054,0.000369054
8,422.341,0.17196,0.26254,0.77499,0.9936,0.99049,0.9949,0.98743,0.16428,0.20885,0.77539,0.000279063,0.000279063,0.000279063
9,465.866,0.15765,0.23154,0.77605,0.99771,0.98966,0.99476,0.98962,0.1783,0.18253,0.77638,0.000189072,0.000189072,0.000189072
10,509.514,0.14291,0.21361,0.76603,0.99894,0.98832,0.9949,0.99042,0.15332,0.15859,0.7699,9.9081e-05,9.9081e-05,9.9081e-05
