epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,74.8232,0.65201,2.33251,0.93087,0.99932,0.97793,0.98758,0.90142,0.39775,0.74148,0.80437,0.000301894,0.000301894,0.000301894
2,121.292,0.40685,0.98474,0.81792,0.98514,0.95113,0.9905,0.91748,0.37287,0.68606,0.79429,0.00054501,0.00054501,0.00054501
3,166.021,0.35382,0.62916,0.80277,0.999,0.97902,0.98875,0.91516,0.34465,0.45358,0.79228,0.000728131,0.000728131,0.000728131
4,209.873,0.3132,0.45898,0.7942,0.99645,0.98417,0.99137,0.95734,0.27301,0.36505,0.77824,0.000639027,0.000639027,0.000639027
5,253.892,0.25491,0.37246,0.78919,0.98523,0.98738,0.99441,0.98011,0.22722,0.3534,0.77788,0.000549036,0.000549036,0.000549036
6,298.223,0.21958,0.32167,0.78182,0.99754,0.98725,0.99364,0.98635,0.1884,0.2621,0.76267,0.000459045,0.000459045,0.000459045
7,341.978,0.19707,0.28312,0.77223,0.9954,0.98901,0.99448,0.98766,0.15692,0.24026,0.76453,0.000369054,0.000369054,0.000369054
8,385.904,0.16926,0.25116,0.7753,0.99592,0.98909,0.99488,0.98859,0.14655,0.22219,0.77218,0.000279063,0.000279063,0.000279063
9,429.826,0.14545,0.22907,0.77327,0.99893,0.98748,0.99487,0.98874,0.12642,0.17717,0.76487,0.000189072,0.000189072,0.000189072
10,473.826,0.1286,0.21031,0.76555,0.99621,0.99021,0.99492,0.9897,0.10341,0.16768,0.77251,9.9081e-05,9.9081e-05,9.9081e-05
