epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,73.3529,0.598,2.27695,0.91593,0.9983,0.97583,0.98355,0.91492,0.40557,0.73656,0.79892,0.000301894,0.000301894,0.000301894
2,119.625,0.35782,0.95542,0.80895,0.98884,0.9861,0.98936,0.94153,0.29302,0.56641,0.77965,0.00054501,0.00054501,0.00054501
3,164.046,0.31039,0.6091,0.79534,0.99717,0.97888,0.98983,0.94403,0.26702,0.42358,0.79382,0.000728131,0.000728131,0.000728131
4,207.856,0.27685,0.45609,0.78839,0.98577,0.98671,0.99251,0.96281,0.19825,0.35563,0.79145,0.000639027,0.000639027,0.000639027
5,251.327,0.22235,0.36202,0.78285,0.99481,0.97941,0.99399,0.98205,0.21037,0.31295,0.7918,0.000549036,0.000549036,0.000549036
6,294.982,0.2004,0.31063,0.77871,0.99602,0.98837,0.99481,0.98814,0.15364,0.2468,0.77951,0.000459045,0.000459045,0.000459045
7,338.488,0.17696,0.27289,0.76866,0.99634,0.98927,0.99475,0.98847,0.13799,0.24852,0.77335,0.000369054,0.000369054,0.000369054
8,382.043,0.15532,0.24599,0.77397,0.9957,0.98896,0.99479,0.98872,0.12005,0.20419,0.78036,0.000279063,0.000279063,0.000279063
9,425.927,0.13609,0.21876,0.77283,0.99754,0.99053,0.99484,0.98912,0.10625,0.18046,0.77809,0.000189072,0.000189072,0.000189072
10,469.618,0.11584,0.19499,0.76286,0.99827,0.99089,0.99495,0.99004,0.09506,0.14865,0.77915,9.9081e-05,9.9081e-05,9.9081e-05
