Index,Process,Time,Temp,Current,Date
1,1,오후 4:27:45.0,75.13914228,1.491,2022-10-18
2,1,오후 4:27:50.0,74.66042142,1.562,2022-10-18
3,1,오후 4:27:55.0,77.17766014,1.701,2022-10-18
4,1,오후 4:28:00.0,77.58643441,1.691,2022-10-18
5,1,오후 4:28:05.0,76.87710396,1.748,2022-10-18
6,1,오후 4:28:10.0,76.01353467,1.758,2022-10-18
7,1,오후 4:28:15.0,72.13914228,1.741,2022-10-18
8,1,오후 4:28:20.0,73.66042142,1.722,2022-10-18
9,1,오후 4:28:25.0,72.17766014,1.633,2022-10-18
10,1,오후 4:28:30.0,75.58643441,1.668,2022-10-18
11,1,오후 4:28:35.0,73.87710396,1.634,2022-10-18
12,1,오후 4:28:40.0,74.01353467,1.712,2022-10-18
13,1,오후 4:28:45.0,71.204035,1.673,2022-10-18
14,1,오후 4:28:50.0,71.87178422,1.676,2022-10-18
15,1,오후 4:28:55.0,72.49957941,1.611,2022-10-18
16,1,오후 4:29:00.0,70.86391347,1.627,2022-10-18
17,1,오후 4:29:05.0,72.90814854,1.642,2022-10-18
18,1,오후 4:29:10.0,73.66209656,1.604,2022-10-18
19,1,오후 4:29:15.0,70.13914228,1.65,2022-10-18
20,1,오후 4:29:20.1,68.66042142,1.668,2022-10-18
21,1,오후 4:29:25.1,70.17766014,1.587,2022-10-18
22,1,오후 4:29:30.1,69.58643441,1.554,2022-10-18
23,1,오후 4:29:35.1,72.87710396,1.588,2022-10-18
24,1,오후 4:29:40.1,73.01353467,1.575,2022-10-18
25,1,오후 4:29:45.1,66.00784573,1.65,2022-10-18
26,1,오후 4:29:50.1,67.11937724,1.653,2022-10-18
27,1,오후 4:29:55.1,69.12181234,1.494,2022-10-18
28,1,오후 4:30:00.1,68.06197574,1.519,2022-10-18
29,1,오후 4:30:05.1,69.08649643,1.564,2022-10-18
30,1,오후 4:30:10.1,67.25677527,1.54,2022-10-18
31,1,오후 4:30:15.1,67.13914228,1.563,2022-10-18
32,1,오후 4:30:20.1,66.66042142,1.522,2022-10-18
33,1,오후 4:30:25.1,66.17766014,1.52,2022-10-18
34,1,오후 4:30:30.1,66.58643441,1.509,2022-10-18
35,1,오후 4:30:35.1,65.87710396,1.497,2022-10-18
36,1,오후 4:30:40.1,66.01353467,1.507,2022-10-18
37,2,오후 4:31:07.7,75.08489761,1.491,2022-10-18
38,2,오후 4:31:12.7,73.47081535,1.494,2022-10-18
39,2,오후 4:31:17.7,75.84317473,1.7,2022-10-18
40,2,오후 4:31:22.7,76.18546554,1.664,2022-10-18
41,2,오후 4:31:27.7,74.55671043,1.717,2022-10-18
42,2,오후 4:31:32.8,75.93957562,1.725,2022-10-18
43,2,오후 4:31:37.8,74.204035,1.688,2022-10-18
44,2,오후 4:31:42.8,72.87178422,1.72,2022-10-18
45,2,오후 4:31:47.8,74.49957941,1.68,2022-10-18
46,2,오후 4:31:52.8,73.86391347,1.65,2022-10-18
47,2,오후 4:31:57.8,75.90814854,1.687,2022-10-18
48,2,오후 4:32:02.8,75.66209656,1.672,2022-10-18
49,2,오후 4:32:07.8,70.01093857,1.719,2022-10-18
50,2,오후 4:32:12.8,71.19333629,1.713,2022-10-18
51,2,오후 4:32:17.8,69.28386419,1.585,2022-10-18
52,2,오후 4:32:22.8,69.3394548,1.612,2022-10-18
53,2,오후 4:32:27.8,70.49933689,1.569,2022-10-18
54,2,오후 4:32:32.8,71.81608582,1.569,2022-10-18
55,2,오후 4:32:37.8,68.08489761,1.596,2022-10-18
56,2,오후 4:32:42.8,71.47081535,1.625,2022-10-18
57,2,오후 4:32:47.8,71.84317473,1.541,2022-10-18
58,2,오후 4:32:52.8,69.18546554,1.618,2022-10-18
59,2,오후 4:32:57.8,70.55671043,1.627,2022-10-18
60,2,오후 4:33:02.8,72.93957562,1.566,2022-10-18
61,2,오후 4:33:07.8,66.204035,1.597,2022-10-18
62,2,오후 4:33:12.8,67.87178422,1.651,2022-10-18
63,2,오후 4:33:17.8,68.49957941,1.498,2022-10-18
64,2,오후 4:33:22.9,69.86391347,1.536,2022-10-18
65,2,오후 4:33:27.9,70.90814854,1.551,2022-10-18
66,2,오후 4:33:32.9,70.66209656,1.581,2022-10-18
67,2,오후 4:33:37.9,65.204035,1.605,2022-10-18
68,2,오후 4:33:42.9,67.87178422,1.6,2022-10-18
69,2,오후 4:33:47.9,65.49957941,1.475,2022-10-18
70,2,오후 4:33:52.9,67.86391347,1.536,2022-10-18
71,2,오후 4:33:57.9,68.90814854,1.482,2022-10-18
72,2,오후 4:34:02.9,65.66209656,1.536,2022-10-18
73,3,오후 4:34:30.4,74.04198315,1.56,2022-10-18
74,3,오후 4:34:35.4,73.31247367,1.486,2022-10-18
75,3,오후 4:34:40.4,75.53366359,1.677,2022-10-18
76,3,오후 4:34:45.4,74.74042367,1.66,2022-10-18
77,3,오후 4:34:50.4,76.0451851,1.71,2022-10-18
78,3,오후 4:34:55.4,76.4724905,1.693,2022-10-18
79,3,오후 4:35:00.4,73.204035,1.722,2022-10-18
80,3,오후 4:35:05.4,73.87178422,1.732,2022-10-18
81,3,오후 4:35:10.4,73.49957941,1.657,2022-10-18
82,3,오후 4:35:15.4,75.86391347,1.673,2022-10-18
83,3,오후 4:35:20.4,72.90814854,1.664,2022-10-18
84,3,오후 4:35:25.4,73.66209656,1.718,2022-10-18
85,3,오후 4:35:30.4,78.42713555,1.82350555,2022-10-18
86,3,오후 4:35:35.4,71.11937724,1.667,2022-10-18
87,3,오후 4:35:40.4,72.12181234,1.608,2022-10-18
88,3,오후 4:35:45.4,71.06197574,1.61,2022-10-18
89,3,오후 4:35:50.4,69.08649643,1.633,2022-10-18
90,3,오후 4:35:55.5,72.25677527,1.609,2022-10-18
91,3,오후 4:36:00.5,68.00784573,1.563,2022-10-18
92,3,오후 4:36:05.5,71.11937724,1.636,2022-10-18
93,3,오후 4:36:10.5,70.12181234,1.539,2022-10-18
94,3,오후 4:36:15.5,71.06197574,1.61,2022-10-18
95,3,오후 4:36:20.5,70.08649643,1.588,2022-10-18
96,3,오후 4:36:25.5,68.25677527,1.609,2022-10-18
97,3,오후 4:36:30.5,66.04198315,1.587,2022-10-18
98,3,오후 4:36:35.5,66.31247367,1.545,2022-10-18
99,3,오후 4:36:40.5,69.53366359,1.494,2022-10-18
100,3,오후 4:36:45.5,66.74042367,1.501,2022-10-18
101,3,오후 4:36:50.5,78.02820674,1.804924143,2022-10-18
102,3,오후 4:36:55.5,69.4724905,1.511,2022-10-18
103,3,오후 4:37:00.5,65.04198315,1.54,2022-10-18
104,3,오후 4:37:05.5,65.31247367,1.572,2022-10-18
105,3,오후 4:37:10.5,66.53366359,1.472,2022-10-18
106,3,오후 4:37:15.5,64.74042367,1.478,2022-10-18
107,3,오후 4:37:20.5,68.0451851,1.506,2022-10-18
108,3,오후 4:37:25.5,68.4724905,1.465,2022-10-18
109,4,오후 4:37:53.5,75.00784573,1.54,2022-10-18
110,4,오후 4:37:58.5,76.11937724,1.55,2022-10-18
111,4,오후 4:38:03.5,76.12181234,1.698,2022-10-18
112,4,오후 4:38:08.5,74.06197574,1.724,2022-10-18
113,4,오후 4:38:13.5,75.08649643,1.724,2022-10-18
114,4,오후 4:38:18.5,74.25677527,1.677,2022-10-18
115,4,오후 4:38:23.5,81.57608349,1.949409811,2022-10-18
116,4,오후 4:38:28.5,73.66042142,1.682,2022-10-18
117,4,오후 4:38:33.5,74.17766014,1.611,2022-10-18
118,4,오후 4:38:38.5,75.58643441,1.668,2022-10-18
119,4,오후 4:38:43.5,75.87710396,1.679,2022-10-18
120,4,오후 4:38:48.5,73.01353467,1.711,2022-10-18
121,4,오후 4:38:53.5,69.08489761,1.718,2022-10-18
122,4,오후 4:38:58.5,69.47081535,1.654,2022-10-18
