Index,Process,Time,Temp,Current,Date
1,1,오후 4:21:32.0,76.00784573,1.517,2022-09-29
2,1,오후 4:21:37.0,76.11937724,1.481,2022-09-29
3,1,오후 4:21:42.0,73.12181234,1.721,2022-09-29
4,1,오후 4:21:47.0,73.06197574,1.723,2022-09-29
5,1,오후 4:21:52.0,73.08649643,1.656,2022-09-29
6,1,오후 4:21:57.0,75.25677527,1.654,2022-09-29
7,1,오후 4:22:02.0,71.04198315,1.655,2022-09-29
8,1,오후 4:22:07.0,72.31247367,1.704,2022-09-29
9,1,오후 4:22:12.0,72.53366359,1.609,2022-09-29
10,1,오후 4:22:17.0,74.74042367,1.637,2022-09-29
11,1,오후 4:22:22.0,72.0451851,1.642,2022-09-29
12,1,오후 4:22:27.0,74.4724905,1.693,2022-09-29
13,1,오후 4:22:32.0,72.13914228,1.631,2022-09-29
14,1,오후 4:22:37.0,69.66042142,1.687,2022-09-29
15,1,오후 4:22:42.0,72.17766014,1.633,2022-09-29
16,1,오후 4:22:47.0,70.58643441,1.577,2022-09-29
17,1,오후 4:22:52.0,70.87710396,1.634,2022-09-29
18,1,오후 4:22:57.0,72.01353467,1.598,2022-09-29
19,1,오후 4:23:02.1,70.13914228,1.604,2022-09-29
20,1,오후 4:23:07.1,68.66042142,1.63,2022-09-29
21,1,오후 4:23:12.1,70.17766014,1.588,2022-09-29
22,1,오후 4:23:17.1,69.58643441,1.554,2022-09-29
23,1,오후 4:23:22.1,69.87710396,1.589,2022-09-29
24,1,오후 4:23:27.1,70.01353467,1.575,2022-09-29
25,1,오후 4:23:32.1,66.04198315,1.582,2022-09-29
26,1,오후 4:23:37.1,69.31247367,1.585,2022-09-29
27,1,오후 4:23:42.1,67.53366359,1.495,2022-09-29
28,1,오후 4:23:47.1,67.74042367,1.569,2022-09-29
29,1,오후 4:23:52.1,68.0451851,1.528,2022-09-29
30,1,오후 4:23:57.1,69.4724905,1.533,2022-09-29
31,1,오후 4:24:02.1,65.13914228,1.54,2022-09-29
32,1,오후 4:24:07.1,66.66042142,1.573,2022-09-29
33,1,오후 4:24:12.1,68.17766014,1.474,2022-09-29
34,1,오후 4:24:17.1,66.58643441,1.509,2022-09-29
35,1,오후 4:24:22.1,66.87710396,1.543,2022-09-29
36,1,오후 4:24:27.1,67.01353467,1.507,2022-09-29
37,2,오후 4:24:52.4,74.08489761,1.513,2022-09-29
38,2,오후 4:24:57.4,76.47081535,1.517,2022-09-29
39,2,오후 4:25:02.4,75.84317473,1.678,2022-09-29
40,2,오후 4:25:07.5,77.18546554,1.731,2022-09-29
41,2,오후 4:25:12.5,75.55671043,1.717,2022-09-29
42,2,오후 4:25:17.5,77.93957562,1.749,2022-09-29
43,2,오후 4:25:22.5,74.00784573,1.711,2022-09-29
44,2,오후 4:25:27.5,71.11937724,1.766,2022-09-29
45,2,오후 4:25:32.5,71.12181234,1.675,2022-09-29
46,2,오후 4:25:37.5,71.06197574,1.61,2022-09-29
47,2,오후 4:25:42.5,73.08649643,1.61,2022-09-29
48,2,오후 4:25:47.5,72.25677527,1.609,2022-09-29
49,2,오후 4:25:52.5,72.13914228,1.655,2022-09-29
50,2,오후 4:25:57.5,70.66042142,1.636,2022-09-29
51,2,오후 4:26:02.5,70.17766014,1.633,2022-09-29
52,2,오후 4:26:07.5,72.58643441,1.6,2022-09-29
53,2,오후 4:26:12.5,72.87710396,1.589,2022-09-29
54,2,오후 4:26:17.5,71.01353467,1.644,2022-09-29
55,2,오후 4:26:22.5,69.08489761,1.65,2022-09-29
56,2,오후 4:26:27.5,68.47081535,1.607,2022-09-29
57,2,오후 4:26:32.5,69.84317473,1.564,2022-09-29
58,2,오후 4:26:37.6,70.18546554,1.55,2022-09-29
59,2,오후 4:26:42.6,71.55671043,1.581,2022-09-29
60,2,오후 4:26:47.6,70.93957562,1.589,2022-09-29
61,2,오후 4:26:52.6,68.04198315,1.619,2022-09-29
62,2,오후 4:26:57.6,66.31247367,1.606,2022-09-29
63,2,오후 4:27:02.6,68.53366359,1.54,2022-09-29
64,2,오후 4:27:07.6,67.74042367,1.501,2022-09-29
65,2,오후 4:27:12.6,70.0451851,1.551,2022-09-29
66,2,오후 4:27:17.6,68.4724905,1.533,2022-09-29
67,2,오후 4:27:22.6,64.04198315,1.585,2022-09-29
68,2,오후 4:27:27.6,66.31247367,1.55,2022-09-29
69,2,오후 4:27:32.6,64.53366359,1.449,2022-09-29
70,2,오후 4:27:37.6,66.74042367,1.5,2022-09-29
71,2,오후 4:27:42.6,67.0451851,1.46,2022-09-29
72,2,오후 4:27:47.6,68.4724905,1.51,2022-09-29
73,3,오후 4:28:13.7,75.01093857,1.518,2022-09-29
74,3,오후 4:28:18.7,74.19333629,1.55,2022-09-29
75,3,오후 4:28:23.7,74.28386419,1.698,2022-09-29
76,3,오후 4:28:28.7,75.3394548,1.68,2022-09-29
77,3,오후 4:28:33.7,74.49933689,1.682,2022-09-29
78,3,오후 4:28:38.7,76.81608582,1.706,2022-09-29
79,3,오후 4:28:43.7,74.13914228,1.687,2022-09-29
80,3,오후 4:28:48.7,74.66042142,1.74,2022-09-29
81,3,오후 4:28:53.7,73.17766014,1.679,2022-09-29
82,3,오후 4:28:58.7,74.58643441,1.691,2022-09-29
83,3,오후 4:29:03.7,74.87710396,1.657,2022-09-29
84,3,오후 4:29:08.7,76.01353467,1.689,2022-09-29
85,3,오후 4:29:13.7,72.204035,1.696,2022-09-29
86,3,오후 4:29:18.7,70.87178422,1.721,2022-09-29
87,3,오후 4:29:23.8,70.49957941,1.634,2022-09-29
88,3,오후 4:29:28.8,70.86391347,1.605,2022-09-29
89,3,오후 4:29:33.8,73.90814854,1.596,2022-09-29
90,3,오후 4:29:38.8,71.66209656,1.604,2022-09-29
91,3,오후 4:29:43.8,70.00784573,1.673,2022-09-29
92,3,오후 4:29:48.8,71.11937724,1.623,2022-09-29
93,3,오후 4:29:53.8,69.12181234,1.585,2022-09-29
94,3,오후 4:29:58.8,73.94809231,1.749235566,2022-09-29
95,3,오후 4:30:03.8,71.08649643,1.564,2022-09-29
96,3,오후 4:30:08.8,70.25677527,1.541,2022-09-29
97,3,오후 4:30:13.8,74.94473812,1.794328029,2022-09-29
98,3,오후 4:30:18.8,69.87178422,1.591,2022-09-29
99,3,오후 4:30:23.8,67.49957941,1.521,2022-09-29
100,3,오후 4:30:28.8,69.86391347,1.582,2022-09-29
101,3,오후 4:30:33.8,70.90814854,1.528,2022-09-29
102,3,오후 4:30:38.8,70.66209656,1.581,2022-09-29
103,3,오후 4:30:43.8,65.13914228,1.605,2022-09-29
104,3,오후 4:30:48.8,65.66042142,1.6,2022-09-29
105,3,오후 4:30:53.8,68.17766014,1.474,2022-09-29
106,3,오후 4:30:58.8,68.58643441,1.486,2022-09-29
107,3,오후 4:31:03.9,66.87710396,1.543,2022-09-29
108,3,오후 4:31:08.9,68.01353467,1.553,2022-09-29
109,4,오후 4:31:36.5,75.00784573,1.514,2022-09-29
110,4,오후 4:31:41.5,76.11937724,1.539,2022-09-29
111,4,오후 4:31:46.5,74.12181234,1.698,2022-09-29
112,4,오후 4:31:51.5,75.06197574,1.724,2022-09-29
113,4,오후 4:31:56.5,74.08649643,1.678,2022-09-29
114,4,오후 4:32:01.5,74.25677527,1.7,2022-09-29
115,4,오후 4:32:06.5,74.204035,1.678,2022-09-29
116,4,오후 4:32:11.5,74.87178422,1.681,2022-09-29
117,4,오후 4:32:16.5,73.49957941,1.68,2022-09-29
118,4,오후 4:32:21.5,73.86391347,1.695,2022-09-29
119,4,오후 4:32:26.5,73.90814854,1.665,2022-09-29
120,4,오후 4:32:31.5,74.66209656,1.672,2022-09-29
121,4,오후 4:32:36.5,72.01093857,1.674,2022-09-29
122,4,오후 4:32:41.5,71.19333629,1.69,2022-09-29
123,4,오후 4:32:46.5,69.28386419,1.63,2022-09-29
124,4,오후 4:32:51.5,72.3394548,1.612,2022-09-29
125,4,오후 4:32:56.5,71.49933689,1.568,2022-09-29
126,4,오후 4:33:01.6,70.81608582,1.638,2022-09-29
127,4,오후 4:33:06.6,70.08489761,1.619,2022-09-29
128,4,오후 4:33:11.6,71.47081535,1.604,2022-09-29
129,4,오후 4:33:16.6,68.84317473,1.587,2022-09-29
130,4,오후 4:33:21.6,72.18546554,1.618,2022-09-29
131,4,오후 4:33:26.6,72.55671043,1.559,2022-09-29
