Index,Process,Time,Temp,Current,Date
1,1,오후 4:22:01.0,74.01093857,1.496,2022-10-05
2,1,오후 4:22:06.0,74.19333629,1.499,2022-10-05
3,1,오후 4:22:11.0,75.28386419,1.676,2022-10-05
4,1,오후 4:22:16.0,74.3394548,1.68,2022-10-05
5,1,오후 4:22:21.0,76.49933689,1.705,2022-10-05
6,1,오후 4:22:26.0,73.81608582,1.683,2022-10-05
7,1,오후 4:22:31.0,73.00784573,1.733,2022-10-05
8,1,오후 4:22:36.0,73.11937724,1.671,2022-10-05
9,1,오후 4:22:41.0,74.12181234,1.653,2022-10-05
10,1,오후 4:22:46.0,71.06197574,1.656,2022-10-05
11,1,오후 4:22:51.0,72.08649643,1.678,2022-10-05
12,1,오후 4:22:56.0,73.25677527,1.609,2022-10-05
13,1,오후 4:23:01.0,70.13914228,1.632,2022-10-05
14,1,오후 4:23:06.0,69.66042142,1.658,2022-10-05
15,1,오후 4:23:11.0,71.17766014,1.587,2022-10-05
16,1,오후 4:23:16.0,71.58643441,1.577,2022-10-05
17,1,오후 4:23:21.0,73.87710396,1.611,2022-10-05
18,1,오후 4:23:26.1,72.01353467,1.621,2022-10-05
19,1,오후 4:23:31.1,71.13914228,1.673,2022-10-05
20,1,오후 4:23:36.1,71.66042142,1.631,2022-10-05
21,1,오후 4:23:41.1,71.17766014,1.611,2022-10-05
22,1,오후 4:23:46.1,69.58643441,1.622,2022-10-05
23,1,오후 4:23:51.1,71.87710396,1.611,2022-10-05
24,1,오후 4:23:56.1,73.01353467,1.575,2022-10-05
25,1,오후 4:24:01.1,69.13914228,1.627,2022-10-05
26,1,오후 4:24:06.1,67.66042142,1.653,2022-10-05
27,1,오후 4:24:11.1,68.17766014,1.565,2022-10-05
28,1,오후 4:24:16.1,70.58643441,1.531,2022-10-05
29,1,오후 4:24:21.1,68.87710396,1.543,2022-10-05
30,1,오후 4:24:26.1,69.01353467,1.598,2022-10-05
31,1,오후 4:24:31.1,65.08489761,1.559,2022-10-05
32,1,오후 4:24:36.1,65.47081535,1.562,2022-10-05
33,1,오후 4:24:41.1,66.84317473,1.473,2022-10-05
34,1,오후 4:24:46.1,68.18546554,1.482,2022-10-05
