Index,Process,Time,Temp,Current,Date
1,1,오후 4:24:05.0,76.04198315,1.529,2022-10-15
2,1,오후 4:24:10.0,73.31247367,1.515,2022-10-15
3,1,오후 4:24:15.0,75.53366359,1.722,2022-10-15
4,1,오후 4:24:20.0,73.74042367,1.66,2022-10-15
5,1,오후 4:24:25.0,76.0451851,1.71,2022-10-15
6,1,오후 4:24:30.0,77.4724905,1.669,2022-10-15
7,1,오후 4:24:35.0,74.01093857,1.722,2022-10-15
8,1,오후 4:24:40.0,74.19333629,1.754,2022-10-15
9,1,오후 4:24:45.0,74.28386419,1.676,2022-10-15
10,1,오후 4:24:50.0,74.3394548,1.68,2022-10-15
11,1,오후 4:24:55.0,73.49933689,1.682,2022-10-15
12,1,오후 4:25:00.0,73.81608582,1.683,2022-10-15
13,1,오후 4:25:05.0,70.08489761,1.664,2022-10-15
14,1,오후 4:25:10.0,69.47081535,1.671,2022-10-15
15,1,오후 4:25:15.0,70.84317473,1.587,2022-10-15
16,1,오후 4:25:20.0,72.18546554,1.572,2022-10-15
17,1,오후 4:25:25.0,73.55671043,1.604,2022-10-15
18,1,오후 4:25:30.0,70.93957562,1.634,2022-10-15
19,1,오후 4:25:35.0,70.00784573,1.666,2022-10-15
20,1,오후 4:25:40.1,68.11937724,1.606,2022-10-15
21,1,오후 4:25:45.1,68.12181234,1.585,2022-10-15
22,1,오후 4:25:50.1,71.06197574,1.542,2022-10-15
23,1,오후 4:25:55.1,71.08649643,1.542,2022-10-15
24,1,오후 4:26:00.1,79.41755131,1.845059051,2022-10-15
25,1,오후 4:26:05.1,66.08489761,1.609,2022-10-15
26,1,오후 4:26:10.1,68.47081535,1.568,2022-10-15
27,1,오후 4:26:15.1,69.84317473,1.496,2022-10-15
28,1,오후 4:26:20.1,68.18546554,1.55,2022-10-15
29,1,오후 4:26:25.1,70.55671043,1.581,2022-10-15
30,1,오후 4:26:30.1,68.93957562,1.543,2022-10-15
31,1,오후 4:26:35.1,64.01093857,1.597,2022-10-15
32,1,오후 4:26:40.1,65.76907655,1.599317537,2022-10-15
33,1,오후 4:26:45.1,64.28386419,1.449,2022-10-15
34,1,오후 4:26:50.1,64.3394548,1.453,2022-10-15
35,1,오후 4:26:55.1,64.49933689,1.455,2022-10-15
36,1,오후 4:27:00.1,64.81608582,1.456,2022-10-15
37,2,오후 4:27:25.9,75.01093857,1.459,2022-10-15
38,2,오후 4:27:30.9,75.19333629,1.467,2022-10-15
39,2,오후 4:27:35.9,75.28386419,1.699,2022-10-15
40,2,오후 4:27:40.9,74.3394548,1.702,2022-10-15
41,2,오후 4:27:45.9,76.49933689,1.705,2022-10-15
42,2,오후 4:27:50.9,73.81608582,1.683,2022-10-15
43,2,오후 4:27:55.9,71.01093857,1.733,2022-10-15
44,2,오후 4:28:00.9,71.19333629,1.672,2022-10-15
45,2,오후 4:28:05.9,74.28386419,1.607,2022-10-15
46,2,오후 4:28:10.9,72.3394548,1.611,2022-10-15
47,2,오후 4:28:15.9,71.49933689,1.682,2022-10-15
48,2,오후 4:28:20.9,72.81608582,1.638,2022-10-15
49,2,오후 4:28:25.9,72.08489761,1.618,2022-10-15
50,2,오후 4:28:30.9,72.47081535,1.648,2022-10-15
51,2,오후 4:28:35.9,70.84317473,1.632,2022-10-15
52,2,오후 4:28:40.9,73.18546554,1.641,2022-10-15
53,2,오후 4:28:45.9,73.55671043,1.604,2022-10-15
54,2,오후 4:28:50.9,72.93957562,1.657,2022-10-15
55,2,오후 4:28:55.9,68.204035,1.665,2022-10-15
56,2,오후 4:29:00.9,68.87178422,1.652,2022-10-15
57,2,오후 4:29:06.0,72.49957941,1.544,2022-10-15
58,2,오후 4:29:11.0,72.86391347,1.559,2022-10-15
59,2,오후 4:29:16.0,71.90814854,1.642,2022-10-15
60,2,오후 4:29:21.0,71.66209656,1.649,2022-10-15
61,2,오후 4:29:26.0,67.204035,1.628,2022-10-15
62,2,오후 4:29:31.0,66.87178422,1.622,2022-10-15
63,2,오후 4:29:36.0,67.49957941,1.521,2022-10-15
64,2,오후 4:29:41.0,70.86391347,1.513,2022-10-15
65,2,오후 4:29:46.0,69.90814854,1.528,2022-10-15
66,2,오후 4:29:51.0,68.66209656,1.604,2022-10-15
67,2,오후 4:29:56.0,64.204035,1.582,2022-10-15
68,2,오후 4:30:01.0,66.87178422,1.554,2022-10-15
69,2,오후 4:30:06.0,65.49957941,1.453,2022-10-15
70,2,오후 4:30:11.0,68.50520783,1.550139291,2022-10-15
71,2,오후 4:30:16.0,66.90814854,1.482,2022-10-15
72,2,오후 4:30:21.0,67.66209656,1.513,2022-10-15
73,3,오후 4:30:47.9,75.13914228,1.514,2022-10-15
74,3,오후 4:30:53.0,75.66042142,1.531,2022-10-15
75,3,오후 4:30:58.0,75.17766014,1.701,2022-10-15
76,3,오후 4:31:03.0,75.58643441,1.713,2022-10-15
77,3,오후 4:31:08.0,76.87710396,1.702,2022-10-15
78,3,오후 4:31:13.0,78.01353467,1.711,2022-10-15
79,3,오후 4:31:18.0,71.204035,1.741,2022-10-15
80,3,오후 4:31:23.0,72.87178422,1.766,2022-10-15
81,3,오후 4:31:28.0,72.49957941,1.612,2022-10-15
82,3,오후 4:31:33.0,74.86391347,1.65,2022-10-15
83,3,오후 4:31:38.0,73.90814854,1.641,2022-10-15
84,3,오후 4:31:43.0,74.66209656,1.696,2022-10-15
85,3,오후 4:31:48.0,69.13914228,1.674,2022-10-15
86,3,오후 4:31:53.0,69.66042142,1.69,2022-10-15
87,3,오후 4:31:58.0,71.17766014,1.565,2022-10-15
88,3,오후 4:32:03.0,71.58643441,1.577,2022-10-15
89,3,오후 4:32:08.0,71.87710396,1.611,2022-10-15
90,3,오후 4:32:13.0,74.01353467,1.62,2022-10-15
91,3,오후 4:32:18.0,69.08489761,1.627,2022-10-15
92,3,오후 4:32:23.0,71.47081535,1.676,2022-10-15
93,3,오후 4:32:28.0,68.84317473,1.563,2022-10-15
94,3,오후 4:32:33.0,69.18546554,1.618,2022-10-15
95,3,오후 4:32:38.0,72.55671043,1.558,2022-10-15
96,3,오후 4:32:43.1,69.93957562,1.566,2022-10-15
97,3,오후 4:32:48.1,67.04198315,1.642,2022-10-15
98,3,오후 4:32:53.1,67.31247367,1.583,2022-10-15
99,3,오후 4:32:58.1,68.53366359,1.517,2022-10-15
100,3,오후 4:33:03.1,66.74042367,1.523,2022-10-15
101,3,오후 4:33:08.1,68.0451851,1.551,2022-10-15
