Index,Process,Time,Temp,Current,Date
1,1,오후 4:23:19.0,76.00784573,1.518,2022-09-07
2,1,오후 4:23:24.0,74.11937724,1.499,2022-09-07
3,1,오후 4:23:29.0,74.12181234,1.721,2022-09-07
4,1,오후 4:23:34.0,74.06197574,1.678,2022-09-07
5,1,오후 4:23:39.0,73.08649643,1.678,2022-09-07
6,1,오후 4:23:44.0,73.25677527,1.677,2022-09-07
7,1,오후 4:23:49.0,72.13914228,1.655,2022-09-07
8,1,오후 4:23:54.0,71.66042142,1.659,2022-09-07
9,1,오후 4:23:59.0,75.17766014,1.633,2022-09-07
10,1,오후 4:24:04.0,73.58643441,1.623,2022-09-07
11,1,오후 4:24:09.0,72.87710396,1.703,2022-09-07
12,1,오후 4:24:14.0,75.01353467,1.667,2022-09-07
13,1,오후 4:24:19.0,71.01093857,1.65,2022-09-07
14,1,오후 4:24:24.0,72.19333629,1.698,2022-09-07
15,1,오후 4:24:29.0,69.28386419,1.607,2022-09-07
16,1,오후 4:24:34.0,72.3394548,1.635,2022-09-07
17,1,오후 4:24:39.0,71.49933689,1.568,2022-09-07
18,1,오후 4:24:44.0,70.81608582,1.638,2022-09-07
19,1,오후 4:24:49.0,69.13914228,1.618,2022-09-07
20,1,오후 4:24:54.0,68.66042142,1.603,2022-09-07
21,1,오후 4:24:59.0,71.17766014,1.565,2022-09-07
22,1,오후 4:25:04.0,70.58643441,1.554,2022-09-07
23,1,오후 4:25:09.0,72.87710396,1.611,2022-09-07
24,1,오후 4:25:14.0,73.01353467,1.598,2022-09-07
25,1,오후 4:25:19.0,68.204035,1.65,2022-09-07
26,1,오후 4:25:24.0,69.87178422,1.653,2022-09-07
27,1,오후 4:25:29.1,68.49957941,1.543,2022-09-07
28,1,오후 4:25:34.1,69.86391347,1.582,2022-09-07
29,1,오후 4:25:39.1,67.90814854,1.551,2022-09-07
30,1,오후 4:25:44.1,70.66209656,1.581,2022-09-07
31,1,오후 4:25:49.1,67.13914228,1.537,2022-09-07
32,1,오후 4:25:54.1,67.66042142,1.599,2022-09-07
33,1,오후 4:25:59.1,65.17766014,1.519,2022-09-07
34,1,오후 4:26:04.1,65.58643441,1.532,2022-09-07
35,1,오후 4:26:09.1,67.87710396,1.475,2022-09-07
36,1,오후 4:26:14.1,68.01353467,1.484,2022-09-07
37,2,오후 4:26:39.1,75.13914228,1.537,2022-09-07
38,2,오후 4:26:44.1,73.66042142,1.54,2022-09-07
39,2,오후 4:26:49.1,74.17766014,1.701,2022-09-07
40,2,오후 4:26:54.1,74.58643441,1.667,2022-09-07
41,2,오후 4:26:59.2,74.87710396,1.679,2022-09-07
42,2,오후 4:27:04.2,75.01353467,1.688,2022-09-07
43,2,오후 4:27:09.2,71.08489761,1.696,2022-09-07
44,2,오후 4:27:14.2,72.47081535,1.699,2022-09-07
45,2,오후 4:27:19.2,74.84317473,1.609,2022-09-07
46,2,오후 4:27:24.2,72.18546554,1.64,2022-09-07
47,2,오후 4:27:29.2,75.55671043,1.695,2022-09-07
48,2,오후 4:27:34.2,75.93957562,1.634,2022-09-07
49,2,오후 4:27:39.2,70.00784573,1.711,2022-09-07
50,2,오후 4:27:44.2,72.11937724,1.719,2022-09-07
51,2,오후 4:27:49.2,72.12181234,1.585,2022-09-07
52,2,오후 4:27:54.2,71.06197574,1.633,2022-09-07
53,2,오후 4:27:59.2,71.08649643,1.633,2022-09-07
54,2,오후 4:28:04.2,69.25677527,1.608,2022-09-07
55,2,오후 4:28:09.2,70.204035,1.609,2022-09-07
56,2,오후 4:28:14.2,70.87178422,1.568,2022-09-07
57,2,오후 4:28:19.2,71.49957941,1.59,2022-09-07
58,2,오후 4:28:24.2,70.86391347,1.604,2022-09-07
59,2,오후 4:28:29.2,69.90814854,1.618,2022-09-07
60,2,오후 4:28:34.2,72.66209656,1.604,2022-09-07
61,2,오후 4:28:39.2,69.08489761,1.582,2022-09-07
62,2,오후 4:28:44.2,69.47081535,1.645,2022-09-07
63,2,오후 4:28:49.2,67.84317473,1.563,2022-09-07
64,2,오후 4:28:54.2,68.18546554,1.573,2022-09-07
65,2,오후 4:28:59.2,69.55671043,1.535,2022-09-07
66,2,오후 4:29:04.2,69.93957562,1.543,2022-09-07
67,2,오후 4:29:09.3,64.00784573,1.575,2022-09-07
68,2,오후 4:29:14.3,67.11937724,1.583,2022-09-07
69,2,오후 4:29:19.3,64.12181234,1.448,2022-09-07
70,2,오후 4:29:24.3,64.06197574,1.519,2022-09-07
71,2,오후 4:29:29.3,64.08649643,1.451,2022-09-07
72,2,오후 4:29:34.3,67.25677527,1.45,2022-09-07
73,3,오후 4:30:00.1,75.01093857,1.45,2022-09-07
74,3,오후 4:30:05.1,74.19333629,1.522,2022-09-07
75,3,오후 4:30:10.1,74.28386419,1.699,2022-09-07
76,3,오후 4:30:15.1,75.3394548,1.68,2022-09-07
77,3,오후 4:30:20.1,75.49933689,1.682,2022-09-07
78,3,오후 4:30:25.1,75.81608582,1.706,2022-09-07
79,3,오후 4:30:30.1,72.08489761,1.709,2022-09-07
80,3,오후 4:30:35.1,74.47081535,1.717,2022-09-07
81,3,오후 4:30:40.1,71.84317473,1.632,2022-09-07
82,3,오후 4:30:45.1,75.18546554,1.686,2022-09-07
83,3,오후 4:30:50.1,75.55671043,1.627,2022-09-07
84,3,오후 4:30:55.1,73.93957562,1.702,2022-09-07
85,3,오후 4:31:00.2,69.01093857,1.711,2022-09-07
86,3,오후 4:31:05.2,72.19333629,1.674,2022-09-07
87,3,오후 4:31:10.2,69.28386419,1.562,2022-09-07
88,3,오후 4:31:15.2,71.3394548,1.634,2022-09-07
89,3,오후 4:31:20.2,69.49933689,1.569,2022-09-07
90,3,오후 4:31:25.2,72.81608582,1.615,2022-09-07
91,3,오후 4:31:30.2,71.01093857,1.573,2022-09-07
92,3,오후 4:31:35.2,68.19333629,1.649,2022-09-07
93,3,오후 4:31:40.2,68.28386419,1.607,2022-09-07
94,3,오후 4:31:45.2,68.3394548,1.543,2022-09-07
95,3,오후 4:31:50.2,69.49933689,1.546,2022-09-07
96,3,오후 4:31:55.2,71.81608582,1.547,2022-09-07
97,3,오후 4:32:00.2,69.08489761,1.573,2022-09-07
98,3,오후 4:32:05.2,69.47081535,1.626,2022-09-07
99,3,오후 4:32:10.2,74.93180234,1.727415312,2022-09-07
100,3,오후 4:32:15.2,69.18546554,1.573,2022-09-07
101,3,오후 4:32:20.2,70.55671043,1.536,2022-09-07
102,3,오후 4:32:25.2,74.90158854,1.70143037,2022-09-07
103,3,오후 4:32:30.2,65.13914228,1.597,2022-09-07
104,3,오후 4:32:35.2,66.66042142,1.56,2022-09-07
105,3,오후 4:32:40.2,66.17766014,1.474,2022-09-07
106,3,오후 4:32:45.3,65.58643441,1.509,2022-09-07
107,3,오후 4:32:50.3,65.87710396,1.498,2022-09-07
108,3,오후 4:32:55.3,69.01353467,1.484,2022-09-07
109,4,오후 4:33:20.8,73.204035,1.491,2022-09-07
110,4,오후 4:33:25.8,75.87178422,1.562,2022-09-07
111,4,오후 4:33:30.8,75.49957941,1.657,2022-09-07
112,4,오후 4:33:35.8,75.86391347,1.718,2022-09-07
113,4,오후 4:33:40.8,74.90814854,1.71,2022-09-07
114,4,오후 4:33:45.9,75.66209656,1.718,2022-09-07
115,4,오후 4:33:50.9,73.13914228,1.696,2022-09-07
116,4,오후 4:33:55.9,71.66042142,1.713,2022-09-07
117,4,오후 4:34:00.9,72.17766014,1.656,2022-09-07
118,4,오후 4:34:05.9,72.58643441,1.622,2022-09-07
119,4,오후 4:34:10.9,72.87710396,1.634,2022-09-07
120,4,오후 4:34:15.9,73.01353467,1.644,2022-09-07
121,4,오후 4:34:20.9,70.204035,1.65,2022-09-07
122,4,오후 4:34:25.9,71.87178422,1.654,2022-09-07
123,4,오후 4:34:30.9,71.49957941,1.589,2022-09-07
124,4,오후 4:34:35.9,72.86391347,1.627,2022-09-07
125,4,오후 4:34:40.9,73.90814854,1.618,2022-09-07
126,4,오후 4:34:45.9,70.66209656,1.65,2022-09-07
127,4,오후 4:34:50.9,68.204035,1.674,2022-09-07
128,4,오후 4:34:55.9,68.87178422,1.6,2022-09-07
129,4,오후 4:35:00.9,71.49957941,1.544,2022-09-07
130,4,오후 4:35:05.9,71.86391347,1.559,2022-09-07
131,4,오후 4:35:10.9,69.90814854,1.618,2022-09-07
132,4,오후 4:35:15.9,70.66209656,1.627,2022-09-07
133,4,오후 4:35:20.9,69.00784573,1.582,2022-09-07
134,4,오후 4:35:25.9,67.11937724,1.599,2022-09-07
135,4,오후 4:35:30.9,66.12181234,1.562,2022-09-07
136,4,오후 4:35:36.0,66.06197574,1.519,2022-09-07
137,4,오후 4:35:41.0,67.08649643,1.496,2022-09-07
138,4,오후 4:35:46.0,68.25677527,1.495,2022-09-07
139,4,오후 4:35:51.0,64.04198315,1.518,2022-09-07
140,4,오후 4:35:56.0,67.31247367,1.545,2022-09-07
141,4,오후 4:36:01.0,65.53366359,1.449,2022-09-07
142,4,오후 4:36:06.0,66.74042367,1.523,2022-09-07
143,4,오후 4:36:11.0,65.0451851,1.483,2022-09-07
144,4,오후 4:36:16.0,65.4724905,1.511,2022-09-07
145,5,오후 4:36:42.5,76.08489761,1.472,2022-09-07
146,5,오후 4:36:47.5,73.47081535,1.481,2022-09-07
147,5,오후 4:36:52.5,76.84317473,1.723,2022-09-07
148,5,오후 4:36:57.6,77.18546554,1.663,2022-09-07
149,5,오후 4:37:02.6,76.55671043,1.74,2022-09-07
150,5,오후 4:37:07.6,77.93957562,1.748,2022-09-07
151,5,오후 4:37:12.6,72.204035,1.734,2022-09-07
152,5,오후 4:37:17.6,71.87178422,1.765,2022-09-07
153,5,오후 4:37:22.6,72.49957941,1.635,2022-09-07
154,5,오후 4:37:27.6,75.86391347,1.627,2022-09-07
155,5,오후 4:37:32.6,75.90814854,1.641,2022-09-07
156,5,오후 4:37:37.6,72.66209656,1.718,2022-09-07
157,5,오후 4:37:42.6,71.00784573,1.719,2022-09-07
158,5,오후 4:37:47.6,69.11937724,1.645,2022-09-07
159,5,오후 4:37:52.6,71.12181234,1.608,2022-09-07
160,5,오후 4:37:57.6,69.06197574,1.564,2022-09-07
161,5,오후 4:38:02.6,71.08649643,1.61,2022-09-07
162,5,오후 4:38:07.6,71.25677527,1.563,2022-09-07
163,5,오후 4:38:12.7,70.08489761,1.609,2022-09-07
164,5,오후 4:38:17.7,70.47081535,1.613,2022-09-07
165,5,오후 4:38:22.7,71.84317473,1.587,2022-09-07
166,5,오후 4:38:27.7,71.18546554,1.595,2022-09-07
167,5,오후 4:38:32.7,69.55671043,1.627,2022-09-07
168,5,오후 4:38:37.7,70.93957562,1.611,2022-09-07
169,5,오후 4:38:42.7,66.04198315,1.574,2022-09-07
170,5,오후 4:38:47.7,67.31247367,1.606,2022-09-07
171,5,오후 4:38:52.7,69.53366359,1.494,2022-09-07
172,5,오후 4:38:57.7,68.74042367,1.523,2022-09-07
173,5,오후 4:39:02.7,69.0451851,1.574,2022-09-07
174,5,오후 4:39:07.7,67.4724905,1.556,2022-09-07
175,5,오후 4:39:12.7,65.04198315,1.563,2022-09-07
176,5,오후 4:39:17.7,67.31247367,1.527,2022-09-07
177,5,오후 4:39:22.7,64.53366359,1.472,2022-09-07
178,5,오후 4:39:27.7,66.74042367,1.524,2022-09-07
179,5,오후 4:39:32.7,68.0451851,1.46,2022-09-07
180,5,오후 4:39:37.7,67.4724905,1.511,2022-09-07
181,6,오후 4:40:05.7,73.08489761,1.54,2022-09-07
182,6,오후 4:40:10.7,75.47081535,1.527,2022-09-07
183,6,오후 4:40:15.7,74.84317473,1.655,2022-09-07
184,6,오후 4:40:20.7,75.18546554,1.708,2022-09-07
185,6,오후 4:40:25.7,76.55671043,1.695,2022-09-07
186,6,오후 4:40:30.8,77.93957562,1.703,2022-09-07
187,6,오후 4:40:35.8,74.04198315,1.733,2022-09-07
188,6,오후 4:40:40.8,71.31247367,1.765,2022-09-07
189,6,오후 4:40:45.8,71.53366359,1.677,2022-09-07
190,6,오후 4:40:50.8,73.74042367,1.615,2022-09-07
191,6,오후 4:40:55.8,74.0451851,1.62,2022-09-07
192,6,오후 4:41:00.8,74.4724905,1.67,2022-09-07
193,6,오후 4:41:05.8,70.01093857,1.677,2022-09-07
194,6,오후 4:41:10.8,71.19333629,1.686,2022-09-07
195,6,오후 4:41:15.8,69.28386419,1.584,2022-09-07
196,6,오후 4:41:20.8,70.3394548,1.612,2022-09-07
197,6,오후 4:41:25.8,71.49933689,1.568,2022-09-07
198,6,오후 4:41:30.8,77.985077,1.728752565,2022-09-07
199,6,오후 4:41:35.8,69.204035,1.619,2022-09-07
200,6,오후 4:41:40.8,70.87178422,1.626,2022-09-07
201,6,오후 4:41:45.8,72.49957941,1.567,2022-09-07
202,6,오후 4:41:50.8,72.86391347,1.604,2022-09-07
203,6,오후 4:41:55.8,70.90814854,1.641,2022-09-07
204,6,오후 4:42:00.8,69.66209656,1.65,2022-09-07
205,6,오후 4:42:05.8,67.13914228,1.606,2022-09-07
206,6,오후 4:42:10.8,68.66042142,1.577,2022-09-07
207,6,오후 4:42:15.8,67.17766014,1.519,2022-09-07
208,6,오후 4:42:20.9,67.58643441,1.554,2022-09-07
209,6,오후 4:42:25.9,68.87710396,1.521,2022-09-07
210,6,오후 4:42:30.9,68.01353467,1.53,2022-09-07
211,6,오후 4:42:35.9,66.01093857,1.559,2022-09-07
212,6,오후 4:42:40.9,64.19333629,1.539,2022-09-07
213,6,오후 4:42:45.9,64.28386419,1.494,2022-09-07
