Index,Process,Time,Temp,Current,Date
1,1,오후 4:24:16.0,75.13914228,1.515,2022-09-27
2,1,오후 4:24:21.0,73.66042142,1.554,2022-09-27
3,1,오후 4:24:26.0,75.17766014,1.701,2022-09-27
4,1,오후 4:24:31.0,76.58643441,1.668,2022-09-27
5,1,오후 4:24:36.0,76.87710396,1.702,2022-09-27
6,1,오후 4:24:41.0,78.01353467,1.734,2022-09-27
7,1,오후 4:24:46.0,74.204035,1.74,2022-09-27
8,1,오후 4:24:51.0,74.87178422,1.767,2022-09-27
9,1,오후 4:24:56.0,73.49957941,1.68,2022-09-27
10,1,오후 4:25:01.0,72.86391347,1.695,2022-09-27
11,1,오후 4:25:06.0,72.90814854,1.665,2022-09-27
12,1,오후 4:25:11.0,73.66209656,1.65,2022-09-27
13,1,오후 4:25:16.0,72.04198315,1.65,2022-09-27
14,1,오후 4:25:21.0,69.31247367,1.668,2022-09-27
15,1,오후 4:25:26.0,70.53366359,1.631,2022-09-27
16,1,오후 4:25:31.0,70.74042367,1.569,2022-09-27
17,1,오후 4:25:36.0,71.0451851,1.597,2022-09-27
18,1,오후 4:25:41.0,72.4724905,1.601,2022-09-27
19,1,오후 4:25:46.0,70.08489761,1.609,2022-09-27
20,1,오후 4:25:51.0,71.47081535,1.641,2022-09-27
21,1,오후 4:25:56.0,69.84317473,1.587,2022-09-27
22,1,오후 4:26:01.1,72.18546554,1.618,2022-09-27
23,1,오후 4:26:06.1,69.55671043,1.581,2022-09-27
24,1,오후 4:26:11.1,69.93957562,1.634,2022-09-27
25,1,오후 4:26:16.1,66.04198315,1.575,2022-09-27
26,1,오후 4:26:21.1,69.31247367,1.584,2022-09-27
27,1,오후 4:26:26.1,68.53366359,1.494,2022-09-27
28,1,오후 4:26:31.1,67.74042367,1.569,2022-09-27
29,1,오후 4:26:36.1,67.0451851,1.551,2022-09-27
30,1,오후 4:26:41.1,70.4724905,1.533,2022-09-27
31,1,오후 4:26:46.1,67.00784573,1.517,2022-09-27
32,1,오후 4:26:51.1,66.11937724,1.595,2022-09-27
33,1,오후 4:26:56.1,65.12181234,1.516,2022-09-27
34,1,오후 4:27:01.1,65.06197574,1.496,2022-09-27
35,1,오후 4:27:06.1,65.08649643,1.473,2022-09-27
36,1,오후 4:27:11.1,67.25677527,1.472,2022-09-27
37,2,오후 4:27:37.7,75.08489761,1.473,2022-09-27
