Index,Process,Time,Temp,Current,Date,Label
1,1,오후 4:21:17.0,76.01093857,1.528,2022-10-21,0
2,1,오후 4:21:22.0,75.19333629,1.467,2022-10-21,0
3,1,오후 4:21:27.0,74.28386419,1.721,2022-10-21,0
4,1,오후 4:21:32.0,74.3394548,1.703,2022-10-21,0
5,1,오후 4:21:37.0,76.49933689,1.682,2022-10-21,0
6,1,오후 4:21:42.0,73.81608582,1.683,2022-10-21,0
7,1,오후 4:21:47.0,72.13914228,1.732,2022-10-21,0
8,1,오후 4:21:52.0,72.66042142,1.672,2022-10-21,0
9,1,오후 4:21:57.0,75.17766014,1.634,2022-10-21,0
10,1,오후 4:22:02.0,75.58643441,1.645,2022-10-21,0
11,1,오후 4:22:07.0,75.87710396,1.703,2022-10-21,0
12,1,오후 4:22:12.0,73.01353467,1.711,2022-10-21,0
13,1,오후 4:22:17.0,71.01093857,1.718,2022-10-21,0
14,1,오후 4:22:22.0,70.19333629,1.653,2022-10-21,0
15,1,오후 4:22:27.0,70.28386419,1.607,2022-10-21,0
16,1,오후 4:22:32.0,70.3394548,1.589,2022-10-21,0
17,1,오후 4:22:37.0,69.49933689,1.591,2022-10-21,0
18,1,오후 4:22:42.0,72.81608582,1.592,2022-10-21,0
19,1,오후 4:22:47.0,68.00784573,1.573,2022-10-21,0
20,1,오후 4:22:52.1,69.11937724,1.649,2022-10-21,0
21,1,오후 4:22:57.1,71.12181234,1.539,2022-10-21,0
22,1,오후 4:23:02.1,71.06197574,1.565,2022-10-21,0
23,1,오후 4:23:07.1,70.08649643,1.61,2022-10-21,0
24,1,오후 4:23:12.1,68.25677527,1.609,2022-10-21,0
25,1,오후 4:23:17.1,66.00784573,1.586,2022-10-21,0
26,1,오후 4:23:22.1,67.11937724,1.545,2022-10-21,0
27,1,오후 4:23:27.1,67.12181234,1.493,2022-10-21,0
28,1,오후 4:23:32.1,68.06197574,1.519,2022-10-21,0
29,1,오후 4:23:37.1,68.08649643,1.519,2022-10-21,0
30,1,오후 4:23:42.1,69.25677527,1.541,2022-10-21,0
31,1,오후 4:23:47.1,66.08489761,1.541,2022-10-21,0
32,1,오후 4:23:52.1,66.47081535,1.568,2022-10-21,0
33,1,오후 4:23:57.1,65.84317473,1.496,2022-10-21,0
34,1,오후 4:24:02.1,66.18546554,1.504,2022-10-21,0
35,1,오후 4:24:07.1,68.55671043,1.49,2022-10-21,0
36,1,오후 4:24:12.1,67.93957562,1.498,2022-10-21,0
37,2,오후 4:24:39.2,76.01093857,1.552,2022-10-21,0
38,2,오후 4:24:44.2,73.19333629,1.538,2022-10-21,0
39,2,오후 4:24:49.2,76.28386419,1.721,2022-10-21,0
40,2,오후 4:24:54.2,75.3394548,1.657,2022-10-21,0
41,2,오후 4:24:59.2,73.49933689,1.727,2022-10-21,0
42,2,오후 4:25:04.2,75.81608582,1.706,2022-10-21,0
43,2,오후 4:25:09.2,72.04198315,1.664,2022-10-21,0
44,2,오후 4:25:14.2,73.31247367,1.717,2022-10-21,0
45,2,오후 4:25:19.2,73.53366359,1.631,2022-10-21,0
46,2,오후 4:25:24.2,73.74042367,1.66,2022-10-21,0
47,2,오후 4:25:29.2,73.0451851,1.665,2022-10-21,0
48,2,오후 4:25:34.2,74.4724905,1.67,2022-10-21,0
49,2,오후 4:25:39.2,69.08489761,1.654,2022-10-21,0
50,2,오후 4:25:44.2,79.50371526,1.929490294,2022-10-21,0
51,2,오후 4:25:49.2,70.84317473,1.564,2022-10-21,0
52,2,오후 4:25:54.3,71.18546554,1.572,2022-10-21,0
53,2,오후 4:25:59.3,71.55671043,1.604,2022-10-21,0
