Index,Process,Time,Temp,Current,Date,Label
1,1,오후 4:23:34.0,76.204035,1.505,2022-09-16,0
2,1,오후 4:23:39.0,75.87178422,1.466,2022-09-16,0
3,1,오후 4:23:44.0,76.49957941,1.726,2022-09-16,0
4,1,오후 4:23:49.0,77.86391347,1.718,2022-09-16,0
5,1,오후 4:23:54.0,75.90814854,1.732,2022-09-16,0
6,1,오후 4:23:59.0,74.66209656,1.763,2022-09-16,0
7,1,오후 4:24:04.0,73.08489761,1.719,2022-09-16,0
8,1,오후 4:24:09.0,72.47081535,1.69,2022-09-16,0
9,1,오후 4:24:14.0,73.84317473,1.655,2022-09-16,0
10,1,오후 4:24:19.0,73.18546554,1.64,2022-09-16,0
11,1,오후 4:24:24.0,75.55671043,1.672,2022-09-16,0
12,1,오후 4:24:29.0,72.93957562,1.657,2022-09-16,0
13,1,오후 4:24:34.0,69.08489761,1.711,2022-09-16,0
14,1,오후 4:24:39.0,69.47081535,1.652,2022-09-16,0
15,1,오후 4:24:44.0,69.84317473,1.564,2022-09-16,0
16,1,오후 4:24:49.0,73.18546554,1.572,2022-09-16,0
17,1,오후 4:24:54.0,70.55671043,1.581,2022-09-16,0
18,1,오후 4:24:59.0,73.93957562,1.657,2022-09-16,0
19,1,오후 4:25:04.0,68.00784573,1.598,2022-09-16,0
20,1,오후 4:25:09.1,69.11937724,1.674,2022-09-16,0
21,1,오후 4:25:14.1,68.12181234,1.539,2022-09-16,0
22,1,오후 4:25:19.1,68.06197574,1.565,2022-09-16,0
23,1,오후 4:25:24.1,68.08649643,1.542,2022-09-16,0
24,1,오후 4:25:29.1,70.25677527,1.54,2022-09-16,0
25,1,오후 4:25:34.1,67.08489761,1.541,2022-09-16,0
26,1,오후 4:25:39.1,66.47081535,1.59,2022-09-16,0
27,1,오후 4:25:44.1,69.84317473,1.518,2022-09-16,0
28,1,오후 4:25:49.1,70.18546554,1.504,2022-09-16,0
29,1,오후 4:25:54.1,70.55671043,1.581,2022-09-16,0
30,1,오후 4:25:59.1,67.93957562,1.589,2022-09-16,0
