epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,74.3316,0.63095,2.32895,0.92505,0.99742,0.97809,0.98422,0.88926,0.5239,0.85891,0.80357,0.000301894,0.000301894,0.000301894
2,120.944,0.38791,0.98272,0.81434,0.99752,0.98064,0.98792,0.92777,0.41759,0.55374,0.81838,0.00054501,0.00054501,0.00054501
3,165.84,0.32978,0.62711,0.79784,0.99489,0.98164,0.99027,0.96265,0.30329,0.47831,0.79481,0.000728131,0.000728131,0.000728131
4,209.864,0.28225,0.46894,0.78842,0.99584,0.97958,0.98825,0.95729,0.30783,0.38168,0.78332,0.000639027,0.000639027,0.000639027
5,253.922,0.24006,0.38366,0.78601,0.99629,0.98251,0.99398,0.97229,0.28064,0.37002,0.78504,0.000549036,0.000549036,0.000549036
6,298.353,0.20682,0.32343,0.78056,0.99682,0.98396,0.99315,0.95689,0.24121,0.32553,0.77324,0.000459045,0.000459045,0.000459045
7,342.692,0.1843,0.28575,0.76967,0.98554,0.98845,0.99377,0.97993,0.19755,0.28334,0.77841,0.000369054,0.000369054,0.000369054
8,387.256,0.16052,0.24944,0.77548,0.99583,0.98721,0.99465,0.98726,0.15882,0.25238,0.76925,0.000279063,0.000279063,0.000279063
9,431.576,0.13747,0.21273,0.77387,0.99681,0.98711,0.99462,0.98853,0.14678,0.22687,0.77561,0.000189072,0.000189072,0.000189072
10,475.647,0.12045,0.19548,0.76546,0.99767,0.98911,0.99473,0.98851,0.12095,0.2193,0.77001,9.9081e-05,9.9081e-05,9.9081e-05
