epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,71.3576,0.65018,2.35483,0.93088,0.99936,0.97653,0.98543,0.93515,0.37835,0.81306,0.78908,0.000301894,0.000301894,0.000301894
2,117.659,0.40496,0.98618,0.82216,0.99654,0.98434,0.98977,0.93801,0.33236,0.47988,0.7829,0.00054501,0.00054501,0.00054501
3,161.942,0.34559,0.62306,0.80416,0.9937,0.98506,0.99238,0.93306,0.27601,0.36723,0.77871,0.000728131,0.000728131,0.000728131
4,205.688,0.30722,0.46075,0.79647,0.99806,0.98375,0.99447,0.967,0.2008,0.31051,0.77533,0.000639027,0.000639027,0.000639027
5,249.466,0.24803,0.37853,0.78992,0.99622,0.98116,0.99369,0.95515,0.20209,0.31517,0.77359,0.000549036,0.000549036,0.000549036
6,293.15,0.21509,0.33477,0.78224,0.99217,0.98823,0.99417,0.95257,0.16199,0.2715,0.7667,0.000459045,0.000459045,0.000459045
7,336.845,0.18817,0.30407,0.77131,0.99392,0.98748,0.99466,0.97489,0.14998,0.25393,0.7673,0.000369054,0.000369054,0.000369054
8,380.638,0.16319,0.267,0.7762,0.99492,0.99048,0.99488,0.96817,0.12796,0.22194,0.76868,0.000279063,0.000279063,0.000279063
9,424.336,0.14521,0.23692,0.7741,0.99716,0.99259,0.99499,0.98931,0.1036,0.1839,0.75609,0.000189072,0.000189072,0.000189072
10,467.865,0.12674,0.21063,0.76561,0.99793,0.99091,0.99496,0.9903,0.1137,0.16002,0.75508,9.9081e-05,9.9081e-05,9.9081e-05
