Index,Process,Time,Temp,Current,Date,Label
1,1,오후 4:22:52.0,74.04198315,1.482,2022-09-08,0
2,1,오후 4:22:57.0,74.31247367,1.467,2022-09-08,0
3,1,오후 4:23:02.0,75.53366359,1.677,2022-09-08,0
4,1,오후 4:23:07.0,83.65419923,1.858849086,2022-09-08,0
5,1,오후 4:23:12.0,74.0451851,1.71,2022-09-08,0
6,1,오후 4:23:17.0,77.4724905,1.715,2022-09-08,0
7,1,오후 4:23:22.0,71.04198315,1.677,2022-09-08,0
8,1,오후 4:23:27.0,74.31247367,1.754,2022-09-08,0
9,1,오후 4:23:32.0,72.53366359,1.609,2022-09-08,0
10,1,오후 4:23:37.0,73.74042367,1.683,2022-09-08,0
11,1,오후 4:23:42.0,75.0451851,1.642,2022-09-08,0
12,1,오후 4:23:47.0,73.4724905,1.67,2022-09-08,0
13,1,오후 4:23:52.0,70.204035,1.699,2022-09-08,0
14,1,오후 4:23:57.0,71.87178422,1.664,2022-09-08,0
15,1,오후 4:24:02.0,70.49957941,1.589,2022-09-08,0
16,1,오후 4:24:07.0,73.86391347,1.627,2022-09-08,0
17,1,오후 4:24:12.0,80.19068142,1.779830661,2022-09-08,0
18,1,오후 4:24:17.0,73.66209656,1.672,2022-09-08,0
19,1,오후 4:24:22.0,68.204035,1.628,2022-09-08,0
20,1,오후 4:24:27.0,70.87178422,1.668,2022-09-08,0
21,1,오후 4:24:32.0,70.49957941,1.543,2022-09-08,0
22,1,오후 4:24:37.1,69.86391347,1.605,2022-09-08,0
23,1,오후 4:24:42.1,70.90814854,1.595,2022-09-08,0
24,1,오후 4:24:47.1,70.66209656,1.582,2022-09-08,0
25,1,오후 4:24:52.1,69.00784573,1.606,2022-09-08,0
26,1,오후 4:24:57.1,66.11937724,1.599,2022-09-08,0
27,1,오후 4:25:02.1,66.12181234,1.562,2022-09-08,0
28,1,오후 4:25:07.1,69.06197574,1.496,2022-09-08,0
29,1,오후 4:25:12.1,67.08649643,1.496,2022-09-08,0
30,1,오후 4:25:17.1,68.25677527,1.563,2022-09-08,0
31,1,오후 4:25:22.1,66.204035,1.519,2022-09-08,0
32,1,오후 4:25:27.1,67.87178422,1.545,2022-09-08,0
33,1,오후 4:25:32.1,65.49957941,1.498,2022-09-08,0
34,1,오후 4:25:37.1,65.86391347,1.536,2022-09-08,0
35,1,오후 4:25:42.1,66.90814854,1.482,2022-09-08,0
36,1,오후 4:25:47.1,67.66209656,1.491,2022-09-08,0
37,2,오후 4:26:13.2,74.08489761,1.514,2022-09-08,0
38,2,오후 4:26:18.2,75.47081535,1.531,2022-09-08,0
