epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,72.0209,0.60116,2.2808,0.92367,0.99945,0.97631,0.98431,0.9367,0.33922,0.78984,0.76919,0.000301894,0.000301894,0.000301894
2,118.07,0.36271,0.96949,0.811,0.99594,0.98081,0.98743,0.93296,0.3643,0.56298,0.77666,0.00054501,0.00054501,0.00054501
3,162.219,0.31976,0.62293,0.79691,0.99603,0.98039,0.98899,0.94038,0.29537,0.39342,0.77444,0.000728131,0.000728131,0.000728131
4,205.941,0.29734,0.46122,0.79432,0.99927,0.98123,0.99075,0.96817,0.24438,0.34848,0.76606,0.000639027,0.000639027,0.000639027
5,249.517,0.24487,0.37178,0.7866,0.99854,0.9827,0.99409,0.98058,0.21139,0.2929,0.76199,0.000549036,0.000549036,0.000549036
6,293.058,0.2029,0.31283,0.77963,0.99847,0.98078,0.99442,0.98722,0.17361,0.23639,0.75573,0.000459045,0.000459045,0.000459045
7,336.599,0.18752,0.27663,0.77095,0.99233,0.99108,0.99413,0.98806,0.17398,0.20869,0.75744,0.000369054,0.000369054,0.000369054
8,380.321,0.16145,0.25272,0.77431,0.99911,0.98905,0.99493,0.98318,0.13717,0.20397,0.74942,0.000279063,0.000279063,0.000279063
9,423.983,0.14809,0.223,0.77442,0.99577,0.99479,0.99496,0.98869,0.13999,0.17338,0.75034,0.000189072,0.000189072,0.000189072
10,467.586,0.12635,0.20323,0.76345,0.99598,0.99387,0.99497,0.9899,0.11584,0.16419,0.74311,9.9081e-05,9.9081e-05,9.9081e-05
