epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,115.513,0.62363,2.29037,0.92235,0.9967,0.97841,0.98314,0.9048,0.42582,0.79206,0.77455,0.000301894,0.000301894,0.000301894
2,161.827,0.39179,0.97758,0.8163,0.99653,0.98055,0.98785,0.93831,0.35842,0.54806,0.7659,0.00054501,0.00054501,0.00054501
3,206.316,0.34358,0.62911,0.80082,0.99803,0.9794,0.98963,0.95308,0.31538,0.40848,0.76755,0.000728131,0.000728131,0.000728131
4,250.03,0.30997,0.47685,0.79553,0.99339,0.98568,0.99265,0.95294,0.29589,0.36625,0.75586,0.000639027,0.000639027,0.000639027
5,293.564,0.25945,0.39169,0.78782,0.99202,0.98738,0.99404,0.94918,0.21811,0.29406,0.75141,0.000549036,0.000549036,0.000549036
6,337.4,0.22601,0.34487,0.78198,0.99824,0.98671,0.99487,0.95673,0.24074,0.34126,0.7482,0.000459045,0.000459045,0.000459045
7,381.11,0.20939,0.31301,0.77221,0.9956,0.98746,0.99468,0.9424,0.23733,0.32441,0.75362,0.000369054,0.000369054,0.000369054
8,424.878,0.18496,0.28952,0.77448,0.98865,0.99325,0.99493,0.96229,0.21024,0.25068,0.74336,0.000279063,0.000279063,0.000279063
9,468.471,0.1715,0.25733,0.77448,0.99476,0.99402,0.99498,0.98941,0.19822,0.23002,0.74501,0.000189072,0.000189072,0.000189072
10,512.22,0.15269,0.22431,0.76571,0.99569,0.99611,0.99499,0.99014,0.17956,0.19486,0.74428,9.9081e-05,9.9081e-05,9.9081e-05
