Index,Process,Time,Temp,Current,Date,Label
1,1,오후 4:27:27.0,73.01093857,1.559,2022-09-28,0
2,1,오후 4:27:32.0,76.19333629,1.562,2022-09-28,0
3,1,오후 4:27:37.0,75.28386419,1.653,2022-09-28,0
4,1,오후 4:27:42.0,74.3394548,1.725,2022-09-28,0
5,1,오후 4:27:47.0,73.49933689,1.705,2022-09-28,0
6,1,오후 4:27:52.0,76.81608582,1.684,2022-09-28,0
7,1,오후 4:27:57.0,71.204035,1.664,2022-09-28,0
8,1,오후 4:28:02.0,71.87178422,1.739,2022-09-28,0
9,1,오후 4:28:07.0,74.49957941,1.612,2022-09-28,0
10,1,오후 4:28:12.0,75.86391347,1.628,2022-09-28,0
11,1,오후 4:28:17.0,75.90814854,1.687,2022-09-28,0
12,1,오후 4:28:22.0,75.66209656,1.718,2022-09-28,0
13,1,오후 4:28:27.0,72.204035,1.719,2022-09-28,0
14,1,오후 4:28:32.0,71.87178422,1.714,2022-09-28,0
15,1,오후 4:28:37.0,70.49957941,1.635,2022-09-28,0
16,1,오후 4:28:42.0,71.86391347,1.627,2022-09-28,0
17,1,오후 4:28:47.0,73.90814854,1.595,2022-09-28,0
18,1,오후 4:28:52.0,73.66209656,1.627,2022-09-28,0
19,1,오후 4:28:57.0,70.00784573,1.673,2022-09-28,0
20,1,오후 4:29:02.0,70.11937724,1.668,2022-09-28,0
21,1,오후 4:29:07.0,70.81853086,1.62390666,2022-09-28,0
22,1,오후 4:29:12.0,71.06197574,1.588,2022-09-28,0
23,1,오후 4:29:17.0,69.08649643,1.564,2022-09-28,0
24,1,오후 4:29:22.0,71.25677527,1.609,2022-09-28,0
25,1,오후 4:29:27.1,66.13914228,1.564,2022-09-28,0
26,1,오후 4:29:32.1,68.66042142,1.614,2022-09-28,0
27,1,오후 4:29:37.1,69.17766014,1.497,2022-09-28,0
28,1,오후 4:29:42.1,67.58643441,1.554,2022-09-28,0
29,1,오후 4:29:47.1,69.87710396,1.566,2022-09-28,0
30,1,오후 4:29:52.1,70.01353467,1.53,2022-09-28,0
31,1,오후 4:29:57.1,64.00784573,1.582,2022-09-28,0
32,1,오후 4:30:02.1,64.11937724,1.584,2022-09-28,0
33,1,오후 4:30:07.1,65.12181234,1.448,2022-09-28,0
34,1,오후 4:30:12.1,67.06197574,1.451,2022-09-28,0
35,1,오후 4:30:17.1,67.08649643,1.474,2022-09-28,0
36,1,오후 4:30:22.1,67.25677527,1.518,2022-09-28,0
37,2,오후 4:30:47.2,76.204035,1.518,2022-09-28,0
38,2,오후 4:30:52.2,75.87178422,1.522,2022-09-28,0
39,2,오후 4:30:57.2,76.49957941,1.726,2022-09-28,0
40,2,오후 4:31:02.2,76.86391347,1.718,2022-09-28,0
41,2,오후 4:31:07.2,76.90814854,1.732,2022-09-28,0
42,2,오후 4:31:12.2,74.66209656,1.741,2022-09-28,0
43,2,오후 4:31:17.2,72.13914228,1.742,2022-09-28,0
44,2,오후 4:31:22.2,73.66042142,1.691,2022-09-28,0
45,2,오후 4:31:27.2,73.17766014,1.633,2022-09-28,0
46,2,오후 4:31:32.2,74.58643441,1.668,2022-09-28,0
47,2,오후 4:31:37.2,74.87710396,1.656,2022-09-28,0
48,2,오후 4:31:42.2,74.01353467,1.689,2022-09-28,0
49,2,오후 4:31:47.2,72.13914228,1.695,2022-09-28,0
50,2,오후 4:31:52.2,69.66042142,1.676,2022-09-28,0
51,2,오후 4:31:57.2,72.17766014,1.633,2022-09-28,0
52,2,오후 4:32:02.3,70.58643441,1.576,2022-09-28,0
53,2,오후 4:32:07.3,72.87710396,1.634,2022-09-28,0
