Index,Process,Time,Temp,Current,Date,Label
1,1,오후 4:21:54.0,75.01093857,1.513,2022-10-07,0
2,1,오후 4:21:59.0,73.19333629,1.562,2022-10-07,0
3,1,오후 4:22:04.0,74.28386419,1.698,2022-10-07,0
4,1,오후 4:22:09.0,73.3394548,1.657,2022-10-07,0
5,1,오후 4:22:14.0,74.49933689,1.682,2022-10-07,0
6,1,오후 4:22:19.0,76.81608582,1.661,2022-10-07,0
7,1,오후 4:22:24.0,74.04198315,1.687,2022-10-07,0
8,1,오후 4:22:29.0,71.31247367,1.739,2022-10-07,0
9,1,오후 4:22:34.0,71.53366359,1.677,2022-10-07,0
10,1,오후 4:22:39.0,71.74042367,1.614,2022-10-07,0
11,1,오후 4:22:44.0,75.0451851,1.619,2022-10-07,0
12,1,오후 4:22:49.0,73.4724905,1.624,2022-10-07,0
13,1,오후 4:22:54.0,69.13914228,1.7,2022-10-07,0
14,1,오후 4:22:59.0,72.66042142,1.664,2022-10-07,0
15,1,오후 4:23:04.0,72.17766014,1.565,2022-10-07,0
16,1,오후 4:23:09.0,73.58643441,1.645,2022-10-07,0
17,1,오후 4:23:14.0,72.87710396,1.634,2022-10-07,0
18,1,오후 4:23:19.0,74.01353467,1.666,2022-10-07,0
19,1,오후 4:23:24.0,70.00784573,1.65,2022-10-07,0
20,1,오후 4:23:29.0,71.11937724,1.676,2022-10-07,0
21,1,오후 4:23:34.0,68.12181234,1.585,2022-10-07,0
22,1,오후 4:23:39.0,71.06197574,1.61,2022-10-07,0
23,1,오후 4:23:44.0,71.08649643,1.542,2022-10-07,0
24,1,오후 4:23:49.1,68.25677527,1.609,2022-10-07,0
25,1,오후 4:23:54.1,72.9063847,1.747212863,2022-10-07,0
26,1,오후 4:23:59.1,69.66042142,1.545,2022-10-07,0
27,1,오후 4:24:04.1,67.17766014,1.519,2022-10-07,0
28,1,오후 4:24:09.1,69.58643441,1.576,2022-10-07,0
29,1,오후 4:24:14.1,70.87710396,1.52,2022-10-07,0
30,1,오후 4:24:19.1,68.01353467,1.575,2022-10-07,0
31,1,오후 4:24:24.1,64.204035,1.605,2022-10-07,0
32,1,오후 4:24:29.1,64.87178422,1.54,2022-10-07,0
33,1,오후 4:24:34.1,67.49957941,1.452,2022-10-07,0
34,1,오후 4:24:39.1,65.86391347,1.468,2022-10-07,0
35,1,오후 4:24:44.1,67.90814854,1.528,2022-10-07,0
36,1,오후 4:24:49.1,67.66209656,1.491,2022-10-07,0
37,2,오후 4:25:14.8,75.08489761,1.537,2022-10-07,0
38,2,오후 4:25:19.8,74.47081535,1.532,2022-10-07,0
39,2,오후 4:25:24.8,73.84317473,1.7,2022-10-07,0
40,2,오후 4:25:29.8,76.18546554,1.687,2022-10-07,0
41,2,오후 4:25:34.8,76.55671043,1.672,2022-10-07,0
42,2,오후 4:25:39.8,77.93957562,1.725,2022-10-07,0
43,2,오후 4:25:44.8,74.08489761,1.734,2022-10-07,0
44,2,오후 4:25:49.8,71.47081535,1.765,2022-10-07,0
45,2,오후 4:25:54.8,73.84317473,1.677,2022-10-07,0
46,2,오후 4:25:59.8,73.18546554,1.618,2022-10-07,0
47,2,오후 4:26:04.8,72.55671043,1.672,2022-10-07,0
48,2,오후 4:26:09.8,74.93957562,1.657,2022-10-07,0
49,2,오후 4:26:14.9,72.04198315,1.642,2022-10-07,0
50,2,오후 4:26:19.9,69.31247367,1.697,2022-10-07,0
51,2,오후 4:26:24.9,72.53366359,1.631,2022-10-07,0
52,2,오후 4:26:29.9,71.74042367,1.569,2022-10-07,0
53,2,오후 4:26:34.9,71.0451851,1.642,2022-10-07,0
54,2,오후 4:26:39.9,72.4724905,1.625,2022-10-07,0
55,2,오후 4:26:44.9,70.08489761,1.609,2022-10-07,0
56,2,오후 4:26:49.9,71.47081535,1.641,2022-10-07,0
57,2,오후 4:26:54.9,70.84317473,1.586,2022-10-07,0
58,2,오후 4:26:59.9,70.18546554,1.618,2022-10-07,0
59,2,오후 4:27:04.9,70.55671043,1.604,2022-10-07,0
60,2,오후 4:27:09.9,69.93957562,1.589,2022-10-07,0
61,2,오후 4:27:14.9,69.13914228,1.597,2022-10-07,0
62,2,오후 4:27:19.9,66.66042142,1.583,2022-10-07,0
63,2,오후 4:27:24.9,69.17766014,1.565,2022-10-07,0
64,2,오후 4:27:29.9,69.58643441,1.509,2022-10-07,0
65,2,오후 4:27:34.9,68.87710396,1.566,2022-10-07,0
66,2,오후 4:27:40.0,69.01353467,1.575,2022-10-07,0
67,2,오후 4:27:45.0,64.01093857,1.559,2022-10-07,0
68,2,오후 4:27:50.0,65.19333629,1.562,2022-10-07,0
69,2,오후 4:27:55.0,67.28386419,1.448,2022-10-07,0
70,2,오후 4:28:00.0,66.3394548,1.475,2022-10-07,0
71,2,오후 4:28:05.0,65.49933689,1.523,2022-10-07,0
72,2,오후 4:28:10.0,66.81608582,1.501,2022-10-07,0
73,3,오후 4:28:36.0,73.00784573,1.482,2022-10-07,0
74,3,오후 4:28:41.0,76.11937724,1.512,2022-10-07,0
75,3,오후 4:28:46.0,73.12181234,1.653,2022-10-07,0
76,3,오후 4:28:51.0,74.06197574,1.724,2022-10-07,0
77,3,오후 4:28:56.0,74.08649643,1.655,2022-10-07,0
78,3,오후 4:29:01.0,75.25677527,1.677,2022-10-07,0
79,3,오후 4:29:06.0,72.08489761,1.678,2022-10-07,0
80,3,오후 4:29:11.0,73.47081535,1.704,2022-10-07,0
81,3,오후 4:29:16.1,72.84317473,1.632,2022-10-07,0
82,3,오후 4:29:21.1,72.18546554,1.664,2022-10-07,0
83,3,오후 4:29:26.1,75.55671043,1.649,2022-10-07,0
84,3,오후 4:29:31.1,72.93957562,1.634,2022-10-07,0
85,3,오후 4:29:36.1,71.01093857,1.71,2022-10-07,0
86,3,오후 4:29:41.1,71.19333629,1.651,2022-10-07,0
87,3,오후 4:29:46.1,72.28386419,1.607,2022-10-07,0
88,3,오후 4:29:51.1,77.3261201,1.797673575,2022-10-07,0
89,3,오후 4:29:56.1,72.49933689,1.636,2022-10-07,0
90,3,오후 4:30:01.1,69.81608582,1.569,2022-10-07,0
91,3,오후 4:30:06.1,69.00784573,1.642,2022-10-07,0
92,3,오후 4:30:11.1,68.11937724,1.58,2022-10-07,0
93,3,오후 4:30:16.1,71.12181234,1.562,2022-10-07,0
94,3,오후 4:30:21.1,68.06197574,1.542,2022-10-07,0
95,3,오후 4:30:26.1,69.08649643,1.61,2022-10-07,0
96,3,오후 4:30:31.1,68.25677527,1.54,2022-10-07,0
97,3,오후 4:30:36.1,68.04198315,1.564,2022-10-07,0
98,3,오후 4:30:41.1,67.31247367,1.545,2022-10-07,0
99,3,오후 4:30:46.1,66.53366359,1.54,2022-10-07,0
100,3,오후 4:30:51.1,68.74042367,1.524,2022-10-07,0
101,3,오후 4:30:56.2,70.0451851,1.506,2022-10-07,0
102,3,오후 4:31:01.2,70.4724905,1.556,2022-10-07,0
103,3,오후 4:31:06.2,64.01093857,1.585,2022-10-07,0
104,3,오후 4:31:11.2,67.19333629,1.595,2022-10-07,0
105,3,오후 4:31:16.2,65.28386419,1.448,2022-10-07,0
106,3,오후 4:31:21.2,65.3394548,1.521,2022-10-07,0
107,3,오후 4:31:26.2,64.49933689,1.477,2022-10-07,0
108,3,오후 4:31:31.2,65.81608582,1.479,2022-10-07,0
109,4,오후 4:31:59.0,76.13914228,1.46,2022-10-07,0
110,4,오후 4:32:04.0,74.66042142,1.489,2022-10-07,0
111,4,오후 4:32:09.0,74.17766014,1.725,2022-10-07,0
112,4,오후 4:32:14.0,76.58643441,1.691,2022-10-07,0
113,4,오후 4:32:19.0,74.87710396,1.68,2022-10-07,0
114,4,오후 4:32:24.0,78.01353467,1.734,2022-10-07,0
115,4,오후 4:32:29.0,74.13914228,1.695,2022-10-07,0
116,4,오후 4:32:34.0,73.66042142,1.767,2022-10-07,0
117,4,오후 4:32:39.0,74.17766014,1.678,2022-10-07,0
118,4,오후 4:32:44.0,75.58643441,1.668,2022-10-07,0
119,4,오후 4:32:49.0,74.87710396,1.68,2022-10-07,0
120,4,오후 4:32:54.0,73.01353467,1.712,2022-10-07,0
121,4,오후 4:32:59.0,72.204035,1.695,2022-10-07,0
122,4,오후 4:33:04.0,72.87178422,1.653,2022-10-07,0
123,4,오후 4:33:09.0,70.49957941,1.634,2022-10-07,0
124,4,오후 4:33:14.0,71.86391347,1.65,2022-10-07,0
125,4,오후 4:33:19.0,73.90814854,1.596,2022-10-07,0
126,4,오후 4:33:24.0,70.66209656,1.627,2022-10-07,0
127,4,오후 4:33:29.0,69.13914228,1.673,2022-10-07,0
128,4,오후 4:33:34.1,69.66042142,1.599,2022-10-07,0
129,4,오후 4:33:39.1,71.17766014,1.565,2022-10-07,0
130,4,오후 4:33:44.1,71.58643441,1.577,2022-10-07,0
131,4,오후 4:33:49.1,69.87710396,1.612,2022-10-07,0
132,4,오후 4:33:54.1,70.01353467,1.621,2022-10-07,0
133,4,오후 4:33:59.1,67.04198315,1.582,2022-10-07,0
134,4,오후 4:34:04.1,66.31247367,1.585,2022-10-07,0
135,4,오후 4:34:09.1,66.53366359,1.517,2022-10-07,0
136,4,오후 4:34:14.1,67.74042367,1.501,2022-10-07,0
137,4,오후 4:34:19.1,67.0451851,1.506,2022-10-07,0
138,4,오후 4:34:24.1,67.4724905,1.533,2022-10-07,0
139,4,오후 4:34:29.1,67.01093857,1.517,2022-10-07,0
140,4,오후 4:34:34.1,67.19333629,1.527,2022-10-07,0
141,4,오후 4:34:39.1,67.28386419,1.516,2022-10-07,0
142,4,오후 4:34:44.1,64.3394548,1.521,2022-10-07,0
143,4,오후 4:34:49.1,71.23858195,1.682131407,2022-10-07,0
144,4,오후 4:34:54.1,64.81608582,1.456,2022-10-07,0
145,5,오후 4:35:20.5,74.08489761,1.459,2022-10-07,0
146,5,오후 4:35:25.5,82.25193527,1.619175734,2022-10-07,0
147,5,오후 4:35:30.5,73.84317473,1.677,2022-10-07,0
148,5,오후 4:35:35.5,77.18546554,1.686,2022-10-07,0
149,5,오후 4:35:40.5,83.14431028,1.864584502,2022-10-07,0
150,5,오후 4:35:45.5,74.93957562,1.748,2022-10-07,0
151,5,오후 4:35:50.5,72.88537978,1.729434979,2022-10-07,0
152,5,오후 4:35:55.5,72.66042142,1.696,2022-10-07,0
153,5,오후 4:36:00.5,74.17766014,1.611,2022-10-07,0
154,5,오후 4:36:05.5,74.58643441,1.645,2022-10-07,0
155,5,오후 4:36:10.5,81.35260453,1.825289286,2022-10-07,0
156,5,오후 4:36:15.5,75.01353467,1.688,2022-10-07,0
