epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,72.0511,0.65242,2.35123,0.93099,0.99876,0.97718,0.98414,0.87695,0.47841,0.84831,0.80016,0.000301894,0.000301894,0.000301894
2,118.43,0.40913,0.99159,0.82255,0.99761,0.98226,0.9894,0.91739,0.39184,0.56521,0.80211,0.00054501,0.00054501,0.00054501
3,162.715,0.35096,0.63709,0.80628,0.99695,0.97918,0.9904,0.93454,0.32881,0.4041,0.80172,0.000728131,0.000728131,0.000728131
4,206.554,0.3059,0.46576,0.79543,0.9936,0.98439,0.99289,0.95873,0.27909,0.32402,0.78005,0.000639027,0.000639027,0.000639027
5,250.234,0.24971,0.38126,0.78927,0.99478,0.98679,0.99446,0.95411,0.20595,0.3183,0.76359,0.000549036,0.000549036,0.000549036
6,294.009,0.21898,0.33865,0.78207,0.99335,0.98716,0.99447,0.95071,0.18358,0.29211,0.77722,0.000459045,0.000459045,0.000459045
7,337.803,0.18822,0.29812,0.77244,0.98545,0.99069,0.99471,0.98188,0.15811,0.21614,0.76722,0.000369054,0.000369054,0.000369054
8,381.49,0.16732,0.26063,0.77654,0.9946,0.99024,0.99489,0.98329,0.14196,0.20238,0.76389,0.000279063,0.000279063,0.000279063
9,425.275,0.14473,0.23612,0.77368,0.99861,0.98847,0.99492,0.98897,0.10465,0.1563,0.76293,0.000189072,0.000189072,0.000189072
10,468.961,0.12668,0.21085,0.76461,0.99813,0.99274,0.99496,0.9899,0.10931,0.15904,0.75733,9.9081e-05,9.9081e-05,9.9081e-05
